,STA,eventTYpes,HO_failureratio,total_throughput,RSSI_current,RSSI_target,Delay_current,Delay_target,Current_AP,Target_AP,New_Associated_AP,time
0,sta4,HO_5G2WiFi,0.0,65,-80.0,-66.0,0.022,0.041,ap1-wlan1,ap3-wlan1,ap3-wlan1,1707153400.282211
1,sta1,HO_WiFi25G,0.0,1,-77.0,-76.0,0.023,0.028,ap5-wlan1,ap1-wlan1,ap1-wlan1,1707153428.2969732
2,sta2,HO_WiFi2WiFi,0.0,130,-73.0,-70.0,0.023,0.025,ap2-wlan1,ap4-wlan1,ap4-wlan1,1707153439.7464628
3,sta4,HO_5G2WiFi,0.0,130,-78.0,-72.0,0.024,0.032,ap1-wlan1,ap5-wlan1,ap5-wlan1,1707153451.2130883
4,sta3,HO_WiFi2WiFi,0.0,130,-76.0,-71.0,0.023,0.022,ap4-wlan1,ap2-wlan1,ap2-wlan1,1707153470.8670864
5,sta2,HO_WiFi25G,0.0,1,-71.0,-67.0,0.024,0.03,ap4-wlan1,ap1-wlan1,ap1-wlan1,1707153482.1209269
6,sta2,HO_5G2WiFi,0.0,130,-69.0,-71.0,0.024,0.023,ap1-wlan1,ap5-wlan1,ap5-wlan1,1707153497.5679276
7,sta4,HO_WiFi25G,0.0,1,-72.0,-67.0,0.029,0.027,ap5-wlan1,ap1-wlan1,ap1-wlan1,1707153510.9718442
8,sta1,HO_5G2WiFi,0.0,130,-74.0,-70.0,0.023,0.023,ap1-wlan1,ap4-wlan1,ap4-wlan1,1707153520.1715918
9,sta3,HO_WiFi2WiFi,0.0,130,-77.0,-75.0,0.032,0.028,ap2-wlan1,ap3-wlan1,ap3-wlan1,1707153527.3733723
10,sta4,HO_5G2WiFi,0.0,130,-68.0,-69.0,0.029,0.039,ap1-wlan1,ap4-wlan1,ap4-wlan1,1707153536.608007
11,sta2,HO_5G2WiFi,0.0,130,-76.0,-71.0,0.031,0.033,ap1-wlan1,ap5-wlan1,ap5-wlan1,1707153552.1089578
12,sta1,HO_WiFi25G,0.0,1,-76.0,-75.0,0.025,0.03,ap4-wlan1,ap1-wlan1,ap1-wlan1,1707153561.2843874
13,sta1,HO_5G2WiFi,0.0,130,-71.0,-72.0,0.034,0.023,ap1-wlan1,ap4-wlan1,ap4-wlan1,1707153591.4415517
14,sta4,HO_5G2WiFi,0.0,130,-73.0,-68.0,0.024,0.028,ap1-wlan1,ap4-wlan1,ap4-wlan1,1707153600.703402
15,sta2,HO_WiFi2WiFi,0.0,130,-74.0,-72.0,0.023,0.028,ap5-wlan1,ap4-wlan1,ap4-wlan1,1707153609.9536037
