,STA,eventTYpes,HO_failureratio,total_throughput,RSSI_current,RSSI_target,Delay_current,Delay_target,Current_AP,Target_AP,New_Associated_AP,time
0,sta4,HO_5G2WiFi,0.0,78,-80.0,-65.0,0.03,0.036,ap1-wlan1,ap3-wlan1,ap3-wlan1,1706917382.3608656
1,sta2,HO_WiFi2WiFi,0.0,13,-72.0,-71.0,0.031,0.023,ap2-wlan1,ap4-wlan1,ap4-wlan1,1706917424.789883
2,sta4,HO_5G2WiFi,0.0,13,-78.0,-72.0,0.023,0.021,ap1-wlan1,ap5-wlan1,ap5-wlan1,1706917446.1162062
3,sta3,HO_WiFi2WiFi,0.0,13,-76.0,-75.0,0.023,0.029,ap4-wlan1,ap2-wlan1,ap2-wlan1,1706917467.5150278
4,sta2,HO_WiFi25G,0.0,1,-68.0,-63.0,0.035,0.023,ap4-wlan1,ap1-wlan1,ap1-wlan1,1706917488.8664663
5,sta2,HO_5G2WiFi,0.0,13,-67.0,-71.0,0.027,0.027,ap1-wlan1,ap4-wlan1,ap4-wlan1,1706917514.220608
6,sta4,HO_WiFi25G,0.0,1,-71.0,-66.0,0.029,0.041,ap5-wlan1,ap1-wlan1,ap1-wlan1,1706917537.6902874
7,sta1,HO_5G2WiFi,0.0,13,-74.0,-70.0,0.029,0.028,ap1-wlan1,ap4-wlan1,ap4-wlan1,1706917557.0604784
8,sta3,HO_WiFi2WiFi,0.0,13,-77.0,-74.0,0.03,0.022,ap2-wlan1,ap3-wlan1,ap3-wlan1,1706917574.205935
9,sta4,HO_5G2WiFi,0.0,13,-70.0,-69.0,0.028,0.021,ap1-wlan1,ap4-wlan1,ap4-wlan1,1706917591.4232943
10,sta2,HO_5G2WiFi,0.0,13,-76.0,-73.0,0.024,0.021,ap1-wlan1,ap5-wlan1,ap5-wlan1,1706917608.56713
11,sta1,HO_WiFi25G,0.0,1,-78.0,-77.0,0.022,0.024,ap4-wlan1,ap1-wlan1,ap1-wlan1,1706917636.0931432
12,sta4,HO_5G2WiFi,0.0,13,-75.0,-71.0,0.039,0.027,ap1-wlan1,ap4-wlan1,ap4-wlan1,1706917671.7666745
13,sta2,HO_WiFi25G,0.0,1,-73.0,-67.0,0.025,0.057,ap5-wlan1,ap1-wlan1,ap1-wlan1,1706917690.9637783
14,sta1,HO_5G2WiFi,0.0,58,-64.0,-67.0,0.024,0.028,ap1-wlan1,ap4-wlan1,ap4-wlan1,1706917710.1242082
15,sta2,HO_5G2WiFi,0.0,13,-64.0,-55.0,0.027,0.023,ap1-wlan1,ap4-wlan1,ap4-wlan1,1706917731.5488958
16,sta4,HO_WiFi2WiFi,0.0,13,-73.0,-72.0,0.027,0.023,ap4-wlan1,ap2-wlan1,ap2-wlan1,1706917761.272244
17,sta3,HO_WiFi2WiFi,0.0,13,-78.0,-68.0,0.028,0.024,ap3-wlan1,ap5-wlan1,ap5-wlan1,1706917782.6161351
18,sta4,HO_WiFi2WiFi,0.0,13,-77.0,-72.0,0.027,0.021,ap2-wlan1,ap4-wlan1,ap4-wlan1,1706917801.9351568
19,sta4,HO_WiFi2WiFi,0.0,13,-72.0,-71.0,0.02,0.021,ap4-wlan1,ap5-wlan1,ap5-wlan1,1706917827.3515866
