,STA,eventTYpes,HO_failureratio,total_throughput,RSSI_current,RSSI_target,Delay_current,Delay_target,Current_AP,Target_AP,New_Associated_AP,time
0,sta4,HO_5G2WiFi,0.0,19,-78.0,-63.0,0.032,0.026,ap1-wlan1,ap2-wlan1,ap2-wlan1,1707376000.236108
1,sta2,HO_WiFi25G,0.0,1,-73.0,-68.0,0.029,0.031,ap5-wlan1,ap1-wlan1,ap1-wlan1,1707376009.5917783
2,sta10,HO_WiFi2WiFi,0.0,6,-77.0,-74.0,0.029,0.032,ap5-wlan1,ap4-wlan1,ap4-wlan1,1707376018.8538582
3,sta16,HO_WiFi25G,0.25,0,-73.0,-70.0,0.029,0.028,ap4-wlan1,ap1-wlan1,ap1-wlan1,1707376026.1669414
4,sta9,HO_5G2WiFi,0.4,0,-73.0,-60.0,0.031,0.037,ap1-wlan1,ap5-wlan1,ap5-wlan1,1707376033.546495
5,sta15,HO_WiFi2WiFi,0.5,0,-75.0,-74.0,0.027,0.023,ap4-wlan1,ap3-wlan1,ap3-wlan1,1707376040.852525
6,sta7,HO_5G2WiFi,0.42857142857142855,19,-68.0,-45.0,0.033,0.027,ap1-wlan1,ap5-wlan1,ap5-wlan1,1707376050.276732
7,sta12,HO_WiFi2WiFi,0.375,19,-76.0,-74.0,0.021,0.021,ap4-wlan1,ap3-wlan1,ap3-wlan1,1707376061.8430872
8,sta2,HO_5G2WiFi,0.4444444444444444,0,-77.0,-62.0,0.024,0.028,ap1-wlan1,ap3-wlan1,ap3-wlan1,1707376071.3586104
9,sta3,HO_5G2WiFi,0.5,0,-75.0,-67.0,0.029,0.032,ap1-wlan1,ap5-wlan1,ap5-wlan1,1707376076.564623
10,sta16,HO_5G2WiFi,0.5454545454545454,0,-73.0,-65.0,0.029,0.023,ap1-wlan1,ap5-wlan1,ap5-wlan1,1707376083.8390083
11,sta14,HO_WiFi2WiFi,0.5833333333333334,0,-75.0,-70.0,0.027,0.021,ap2-wlan1,ap3-wlan1,ap3-wlan1,1707376097.591309
12,sta7,HO_WiFi2WiFi,0.5384615384615384,19,-73.0,-72.0,0.024,0.032,ap5-wlan1,ap3-wlan1,ap3-wlan1,1707376102.984873
13,sta6,HO_WiFi2WiFi,0.5714285714285714,0,-73.0,-72.0,0.029,0.042,ap2-wlan1,ap3-wlan1,ap3-wlan1,1707376108.185906
14,sta3,HO_WiFi25G,0.6,0,-78.0,-78.0,0.03,0.028,ap5-wlan1,ap1-wlan1,ap1-wlan1,1707376128.0369143
15,sta9,HO_WiFi2WiFi,0.625,0,-79.0,-71.0,0.031,0.034,ap5-wlan1,ap3-wlan1,ap3-wlan1,1707376139.493611
16,sta8,New_call,0.6470588235294118,0,-78.0,-73.0,0.023,0.026,ap1-wlan1,ap5-wlan1,ap1-wlan1,1707376143.823866
17,sta2,HO_WiFi2WiFi,0.6111111111111112,6,-76.0,-73.0,0.043,0.027,ap3-wlan1,ap5-wlan1,ap5-wlan1,1707376167.7796416
18,sta10,HO_5G2WiFi,0.5789473684210527,19,-72.0,-70.0,0.022,0.029,ap1-wlan1,ap4-wlan1,ap4-wlan1,1707376175.027631
19,sta16,HO_5G2WiFi,0.55,6,-79.0,-65.0,0.024,0.023,ap1-wlan1,ap3-wlan1,ap3-wlan1,1707376180.211347
20,sta15,HO_WiFi2WiFi,0.5714285714285714,0,-77.0,-73.0,0.036,0.027,ap3-wlan1,ap5-wlan1,ap5-wlan1,1707376193.7480495
21,sta8,HO_5G2WiFi,0.5454545454545454,19,-77.0,-69.0,0.026,0.029,ap1-wlan1,ap5-wlan1,ap5-wlan1,1707376198.9358287
22,sta2,HO_WiFi25G,0.5217391304347826,1,-75.0,-72.0,0.024,0.025,ap5-wlan1,ap1-wlan1,ap1-wlan1,1707376222.738477
23,sta15,HO_WiFi25G,0.5,12,-74.0,-70.0,0.033,0.033,ap5-wlan1,ap1-wlan1,ap1-wlan1,1707376240.2040415
24,sta6,HO_5G2WiFi,0.48,19,-80.0,-63.0,0.024,0.02,ap1-wlan1,ap3-wlan1,ap3-wlan1,1707376251.726427
25,sta5,HO_5G2WiFi,0.46153846153846156,19,-76.0,-70.0,0.023,0.029,ap1-wlan1,ap4-wlan1,ap4-wlan1,1707376259.0294447
26,sta11,HO_5G2WiFi,0.4444444444444444,19,-69.0,-66.0,0.036,0.028,ap1-wlan1,ap5-wlan1,ap5-wlan1,1707376268.440855
27,sta3,HO_5G2WiFi,0.42857142857142855,19,-71.0,-66.0,0.023,0.023,ap1-wlan1,ap4-wlan1,ap4-wlan1,1707376275.6990535
28,sta10,HO_5G2WiFi,0.41379310344827586,19,-76.0,-73.0,0.023,0.03,ap1-wlan1,ap5-wlan1,ap5-wlan1,1707376280.885819
29,sta16,HO_WiFi2WiFi,0.43333333333333335,0,-78.0,-63.0,0.041,0.023,ap3-wlan1,ap2-wlan1,ap2-wlan1,1707376286.0747385
30,sta13,HO_5G2WiFi,0.41935483870967744,19,-76.0,-63.0,0.027,0.025,ap1-wlan1,ap3-wlan1,ap3-wlan1,1707376305.9724643
31,sta5,HO_WiFi2WiFi,0.40625,19,-77.0,-74.0,0.031,0.023,ap4-wlan1,ap2-wlan1,ap2-wlan1,1707376311.1699965
32,sta12,HO_WiFi2WiFi,0.3939393939393939,19,-77.0,-66.0,0.026,0.024,ap3-wlan1,ap2-wlan1,ap2-wlan1,1707376316.3755496
33,sta3,HO_WiFi25G,0.38235294117647056,1,-71.0,-55.0,0.031,0.024,ap4-wlan1,ap1-wlan1,ap1-wlan1,1707376329.8274179
34,sta15,HO_5G2WiFi,0.37142857142857144,19,-66.0,-68.0,0.031,0.025,ap1-wlan1,ap5-wlan1,ap5-wlan1,1707376345.5305507
35,sta8,HO_5G2WiFi,0.3611111111111111,19,-81.0,-73.0,0.03,0.024,ap1-wlan1,ap3-wlan1,ap3-wlan1,1707376350.7875738
36,sta7,HO_WiFi2WiFi,0.3783783783783784,0,-79.0,-73.0,0.021,0.028,ap5-wlan1,ap3-wlan1,ap3-wlan1,1707376358.080309
37,sta13,HO_WiFi2WiFi,0.3684210526315789,19,-78.0,-66.0,0.03,0.027,ap3-wlan1,ap5-wlan1,ap5-wlan1,1707376365.3894305
38,sta4,HO_5G2WiFi,0.38461538461538464,0,-68.0,-55.0,0.024,0.028,ap1-wlan1,ap4-wlan1,ap4-wlan1,1707376374.7904582
39,sta11,HO_WiFi2WiFi,0.4,0,-75.0,-72.0,0.025,0.034,ap5-wlan1,ap3-wlan1,ap3-wlan1,1707376381.9792573
40,sta2,HO_5G2WiFi,0.3902439024390244,6,-74.0,-69.0,0.02,0.027,ap1-wlan1,ap5-wlan1,ap5-wlan1,1707376387.1585224
41,sta3,HO_5G2WiFi,0.38095238095238093,19,-70.0,-54.0,0.032,0.03,ap1-wlan1,ap5-wlan1,ap5-wlan1,1707376392.3363361
42,sta10,HO_5G2WiFi,0.37209302325581395,19,-72.0,-55.0,0.032,0.03,ap1-wlan1,ap5-wlan1,ap5-wlan1,1707376397.4989722
43,sta16,HO_WiFi2WiFi,0.36363636363636365,19,-74.0,-69.0,0.027,0.026,ap2-wlan1,ap4-wlan1,ap4-wlan1,1707376402.700955
44,sta1,HO_5G2WiFi,0.37777777777777777,0,-70.0,-69.0,0.032,0.026,ap1-wlan1,ap5-wlan1,ap5-wlan1,1707376407.8417783
45,sta15,HO_WiFi2WiFi,0.391304347826087,0,-77.0,-65.0,0.034,0.035,ap5-wlan1,ap4-wlan1,ap4-wlan1,1707376417.16642
46,sta10,HO_WiFi25G,0.3829787234042553,24,-73.0,-70.0,0.027,0.036,ap5-wlan1,ap1-wlan1,ap1-wlan1,1707376447.680533
47,sta16,HO_WiFi25G,0.375,1,-69.0,-40.0,0.02,0.026,ap4-wlan1,ap1-wlan1,ap1-wlan1,1707376454.923757
48,sta1,HO_WiFi2WiFi,0.3877551020408163,0,-73.0,-70.0,0.025,0.024,ap5-wlan1,ap4-wlan1,ap4-wlan1,1707376462.1092803
49,sta9,HO_5G2WiFi,0.38,6,-76.0,-66.0,0.04,0.024,ap1-wlan1,ap5-wlan1,ap5-wlan1,1707376467.2934134
50,sta15,HO_WiFi2WiFi,0.39215686274509803,0,-78.0,-66.0,0.022,0.027,ap4-wlan1,ap2-wlan1,ap2-wlan1,1707376472.531955
51,sta14,HO_5G2WiFi,0.38461538461538464,19,-75.0,-70.0,0.025,0.023,ap1-wlan1,ap4-wlan1,ap4-wlan1,1707376479.8022075
52,sta5,HO_WiFi2WiFi,0.39622641509433965,0,-78.0,-57.0,0.027,0.03,ap2-wlan1,ap4-wlan1,ap4-wlan1,1707376491.4156408
53,sta10,HO_5G2WiFi,0.3888888888888889,19,-75.0,-49.0,0.026,0.028,ap1-wlan1,ap2-wlan1,ap2-wlan1,1707376507.1010008
54,sta16,HO_5G2WiFi,0.38181818181818183,19,-71.0,-68.0,0.034,0.024,ap1-wlan1,ap5-wlan1,ap5-wlan1,1707376512.4049377
55,sta1,HO_WiFi2WiFi,0.375,6,-78.0,-66.0,0.029,0.029,ap4-wlan1,ap2-wlan1,ap2-wlan1,1707376517.6886709
56,sta9,HO_WiFi2WiFi,0.3684210526315789,19,-78.0,-77.0,0.025,0.023,ap5-wlan1,ap3-wlan1,ap3-wlan1,1707376522.8199992
57,sta13,HO_WiFi2WiFi,0.3620689655172414,19,-78.0,-78.0,0.024,0.022,ap4-wlan1,ap2-wlan1,ap2-wlan1,1707376540.4725287
58,sta5,HO_WiFi2WiFi,0.3728813559322034,0,-76.0,-73.0,0.027,0.035,ap4-wlan1,ap5-wlan1,ap5-wlan1,1707376547.6563945
59,sta2,HO_5G2WiFi,0.38333333333333336,0,-82.0,-72.0,0.025,0.038,ap1-wlan1,ap3-wlan1,ap3-wlan1,1707376559.1248138
60,sta8,HO_5G2WiFi,0.3770491803278688,19,-73.0,-64.0,0.03,0.03,ap1-wlan1,ap5-wlan1,ap5-wlan1,1707376576.8237479
61,sta5,HO_WiFi2WiFi,0.3870967741935484,0,-76.0,-72.0,0.024,0.032,ap5-wlan1,ap3-wlan1,ap3-wlan1,1707376592.5065327
62,sta11,HO_WiFi25G,0.38095238095238093,48,-73.0,-73.0,0.023,0.023,ap2-wlan1,ap1-wlan1,ap1-wlan1,1707376604.1552124
63,sta3,HO_5G2WiFi,0.390625,0,-72.0,-64.0,0.029,0.029,ap1-wlan1,ap5-wlan1,ap5-wlan1,1707376611.478709
64,sta16,HO_5G2WiFi,0.38461538461538464,19,-75.0,-66.0,0.025,0.022,ap1-wlan1,ap5-wlan1,ap5-wlan1,1707376618.8491266
65,sta15,HO_WiFi2WiFi,0.3787878787878788,19,-78.0,-66.0,0.029,0.028,ap2-wlan1,ap3-wlan1,ap3-wlan1,1707376628.1476068
66,sta12,HO_5G2WiFi,0.373134328358209,19,-73.0,-73.0,0.048,0.037,ap1-wlan1,ap4-wlan1,ap4-wlan1,1707376645.9319854
67,sta4,HO_5G2WiFi,0.38235294117647056,0,-70.0,-67.0,0.024,0.033,ap1-wlan1,ap4-wlan1,ap4-wlan1,1707376651.121801
68,sta11,HO_5G2WiFi,0.37681159420289856,19,-52.0,-63.0,0.029,0.033,ap1-wlan1,ap5-wlan1,ap5-wlan1,1707376658.3109303
69,sta3,HO_WiFi25G,0.37142857142857144,18,-70.0,-57.0,0.279,0.03,ap5-wlan1,ap1-wlan1,ap1-wlan1,1707376667.6443186
70,sta9,HO_5G2WiFi,0.38028169014084506,0,-79.0,-71.0,0.029,0.025,ap1-wlan1,ap5-wlan1,ap5-wlan1,1707376679.1618493
71,sta6,HO_5G2WiFi,0.375,6,-77.0,-70.0,0.022,0.029,ap1-wlan1,ap5-wlan1,ap5-wlan1,1707376692.8464231
72,sta5,HO_5G2WiFi,0.3698630136986301,130,-80.0,-66.0,0.024,0.023,ap1-wlan1,ap3-wlan1,ap3-wlan1,1707376700.2195413
73,sta4,HO_WiFi2WiFi,0.36486486486486486,19,-75.0,-69.0,0.043,0.029,ap4-wlan1,ap5-wlan1,ap5-wlan1,1707376709.5493975
