,STA,eventTYpes,HO_failureratio,total_throughput,RSSI_current,RSSI_target,Delay_current,Delay_target,Current_AP,Target_AP,New_Associated_AP,time
0,sta4,HO_5G2WiFi,0.0,52,,,0,0,ap1-wlan1,ap3-wlan1,ap3-wlan1,1707515662.3177562
1,sta1,HO_WiFi25G,0.0,1,,,0,0,ap5-wlan1,ap1-wlan1,ap1-wlan1,1707515689.9964032
2,sta2,HO_WiFi2WiFi,0.0,130,,,0,0,ap2-wlan1,ap4-wlan1,ap4-wlan1,1707515728.2154481
3,sta4,HO_5G2WiFi,0.0,130,,,0,0,ap1-wlan1,ap5-wlan1,ap5-wlan1,1707515749.4697978
4,sta3,HO_WiFi2WiFi,0.0,130,,,0,0,ap4-wlan1,ap2-wlan1,ap2-wlan1,1707515770.7899425
5,sta2,HO_WiFi25G,0.0,1,,,0,0,ap4-wlan1,ap1-wlan1,ap1-wlan1,1707515790.1426818
6,sta4,HO_WiFi25G,0.0,1,,,0,0,ap5-wlan1,ap1-wlan1,ap1-wlan1,1707515828.0084977
7,sta1,HO_5G2WiFi,0.0,130,,,0,0,ap1-wlan1,ap4-wlan1,ap4-wlan1,1707515855.4283848
8,sta3,HO_WiFi2WiFi,0.0,130,,,0,0,ap2-wlan1,ap3-wlan1,ap3-wlan1,1707515872.6106296
9,sta4,HO_5G2WiFi,0.0,130,,,0,0,ap1-wlan1,ap4-wlan1,ap4-wlan1,1707515889.8108084
10,sta2,HO_5G2WiFi,0.0,130,,,0,0,ap1-wlan1,ap5-wlan1,ap5-wlan1,1707515915.3171842
11,sta1,HO_WiFi25G,0.0,1,,,0,0,ap4-wlan1,ap1-wlan1,ap1-wlan1,1707515932.510131
12,sta4,HO_5G2WiFi,0.0,130,,,0,0,ap1-wlan1,ap4-wlan1,ap4-wlan1,1707515976.5591457
13,sta2,HO_WiFi25G,0.0,1,,,0,0,ap5-wlan1,ap1-wlan1,ap1-wlan1,1707515993.7463624
14,sta3,HO_5G2WiFi,0.0,130,,,0,0,ap1-wlan1,ap3-wlan1,ap3-wlan1,1707516021.2895186
15,sta2,HO_5G2WiFi,0.0,130,,,0,0,ap1-wlan1,ap4-wlan1,ap4-wlan1,1707516040.51186
16,sta1,HO_5G2WiFi,0.0,130,,,0,0,ap1-wlan1,ap4-wlan1,ap4-wlan1,1707516065.9888248
17,sta3,HO_WiFi2WiFi,0.0,130,,,0,0,ap3-wlan1,ap5-wlan1,ap5-wlan1,1707516091.5516849
18,sta4,HO_WiFi2WiFi,0.0,130,,,0,0,ap4-wlan1,ap2-wlan1,ap2-wlan1,1707516108.8077536
19,sta4,HO_WiFi25G,0.0,1,,,0,0,ap2-wlan1,ap1-wlan1,ap1-wlan1,1707516132.4171734
20,sta2,HO_WiFi25G,0.0,1,,,0,0,ap4-wlan1,ap1-wlan1,ap1-wlan1,1707516174.5497832
21,sta1,HO_5G2WiFi,0.0,130,,,0,0,ap1-wlan1,ap4-wlan1,ap4-wlan1,1707516191.719578
22,sta4,HO_5G2WiFi,0.0,130,,,0,0,ap1-wlan1,ap5-wlan1,ap5-wlan1,1707516211.166728
23,sta2,HO_5G2WiFi,0.0,130,,,0,0,ap1-wlan1,ap5-wlan1,ap5-wlan1,1707516228.401236
24,sta1,HO_WiFi25G,0.0,1,,,0,0,ap4-wlan1,ap1-wlan1,ap1-wlan1,1707516254.0152953
25,sta4,HO_5G2WiFi,0.0,130,,,0,0,ap1-wlan1,ap5-wlan1,ap5-wlan1,1707516289.6670382
26,sta1,HO_5G2WiFi,0.0,130,,,0,0,ap1-wlan1,ap5-wlan1,ap5-wlan1,1707516309.0030122
27,sta1,HO_WiFi2WiFi,0.0,130,,,0,0,ap5-wlan1,ap3-wlan1,ap3-wlan1,1707516332.4100509
28,sta3,HO_5G2WiFi,0.0,130,,,0,0,ap1-wlan1,ap4-wlan1,ap4-wlan1,1707516366.2699103
29,sta4,HO_5G2WiFi,0.0,130,,,0,0,ap1-wlan1,ap5-wlan1,ap5-wlan1,1707516400.0661094
30,sta3,HO_5G2WiFi,0.0,130,,,0,0,ap1-wlan1,ap4-wlan1,ap4-wlan1,1707516429.5980372
31,sta4,HO_WiFi2WiFi,0.0,130,,,0,0,ap5-wlan1,ap3-wlan1,ap3-wlan1,1707516455.0938964
32,sta1,HO_5G2WiFi,0.0,130,,,0,0,ap1-wlan1,ap5-wlan1,ap5-wlan1,1707516474.3214235
33,sta2,HO_WiFi2WiFi,0.0,130,,,0,0,ap5-wlan1,ap3-wlan1,ap3-wlan1,1707516495.7507195
34,sta3,HO_WiFi2WiFi,0.0,130,,,0,0,ap4-wlan1,ap2-wlan1,ap2-wlan1,1707516523.495126
35,sta2,HO_WiFi2WiFi,0.0,130,,,0,0,ap3-wlan1,ap2-wlan1,ap2-wlan1,1707516542.8474762
36,sta1,HO_5G2WiFi,0.02702702702702703,0,,,0,0,ap5-wlan1,ap5-wlan1,ap5-wlan1,1707516561.5409822
37,sta4,HO_WiFi2WiFi,0.02631578947368421,130,,,0,0,ap3-wlan1,ap2-wlan1,ap2-wlan1,1707516580.8354897
38,sta4,HO_WiFi2WiFi,0.02564102564102564,130,,,0,0,ap2-wlan1,ap4-wlan1,ap4-wlan1,1707516604.310257
39,sta3,HO_WiFi2WiFi,0.025,130,,,0,0,ap2-wlan1,ap3-wlan1,ap3-wlan1,1707516625.6524203
40,sta2,HO_WiFi2WiFi,0.024390243902439025,130,,,0,0,ap2-wlan1,ap4-wlan1,ap4-wlan1,1707516644.8916836
41,sta1,HO_5G2WiFi,0.023809523809523808,130,,,0,0,ap1-wlan1,ap5-wlan1,ap5-wlan1,1707516662.0362024
42,sta2,HO_WiFi25G,0.023255813953488372,1,,,0,0,ap4-wlan1,ap1-wlan1,ap1-wlan1,1707516691.8826473
43,sta3,HO_WiFi2WiFi,0.022727272727272728,130,,,0,0,ap3-wlan1,ap5-wlan1,ap5-wlan1,1707516711.1784506
44,sta1,HO_WiFi2WiFi,0.022222222222222223,130,,,0,0,ap5-wlan1,ap3-wlan1,ap3-wlan1,1707516741.1492991
45,sta3,HO_WiFi25G,0.021739130434782608,1,,,0,0,ap5-wlan1,ap1-wlan1,ap1-wlan1,1707516758.3646672
46,sta3,HO_5G2WiFi,0.02127659574468085,130,,,0,0,ap1-wlan1,ap4-wlan1,ap4-wlan1,1707516781.7538111
47,sta4,HO_5G2WiFi,0.020833333333333332,130,,,0,0,ap1-wlan1,ap4-wlan1,ap4-wlan1,1707516815.5939422
48,sta2,HO_5G2WiFi,0.02040816326530612,130,,,0,0,ap1-wlan1,ap5-wlan1,ap5-wlan1,1707516841.0125036
49,sta1,HO_WiFi25G,0.02,1,,,0,0,ap3-wlan1,ap1-wlan1,ap1-wlan1,1707516883.0098116
50,sta4,HO_5G2WiFi,0.0196078431372549,130,,,0,0,ap1-wlan1,ap4-wlan1,ap4-wlan1,1707516902.2559252
51,sta3,HO_WiFi25G,0.019230769230769232,1,,,0,0,ap4-wlan1,ap1-wlan1,ap1-wlan1,1707516923.649368
52,sta2,HO_WiFi2WiFi,0.018867924528301886,130,,,0,0,ap5-wlan1,ap3-wlan1,ap3-wlan1,1707516942.9007478
53,sta4,HO_WiFi2WiFi,0.018518518518518517,130,,,0,0,ap4-wlan1,ap2-wlan1,ap2-wlan1,1707516981.0351217
54,sta2,HO_WiFi2WiFi,0.03636363636363636,0,,,0,0,ap3-wlan1,ap3-wlan1,ap3-wlan1,1707516991.477871
55,sta2,HO_5G2WiFi,0.03571428571428571,130,,,0,0,ap1-wlan1,ap3-wlan1,ap3-wlan1,1707517023.1414068
56,sta4,HO_WiFi25G,0.03508771929824561,1,,,0,0,ap2-wlan1,ap1-wlan1,ap1-wlan1,1707517077.339962
57,sta1,HO_5G2WiFi,0.034482758620689655,130,,,0,0,ap1-wlan1,ap5-wlan1,ap5-wlan1,1707517096.6524808
58,sta3,HO_5G2WiFi,0.03389830508474576,130,,,0,0,ap1-wlan1,ap4-wlan1,ap4-wlan1,1707517113.8167918
59,sta4,HO_5G2WiFi,0.03333333333333333,130,,,0,0,ap1-wlan1,ap2-wlan1,ap2-wlan1,1707517131.1018584
60,sta2,HO_WiFi2WiFi,0.03278688524590164,130,,,0,0,ap3-wlan1,ap2-wlan1,ap2-wlan1,1707517148.3295226
61,sta1,HO_WiFi25G,0.03225806451612903,1,,,0,0,ap5-wlan1,ap1-wlan1,ap1-wlan1,1707517182.179352
62,sta3,HO_WiFi25G,0.031746031746031744,1,,,0,0,ap4-wlan1,ap1-wlan1,ap1-wlan1,1707517199.3679786
