,STA,eventTYpes,HO_failureratio,total_throughput,RSSI_current,RSSI_target,Delay_current,Delay_target,Current_AP,Target_AP,New_Associated_AP,time
0,sta4,HO_5G2WiFi,0.0,65,-80.0,-65.0,0.031,0.027,ap1-wlan1,ap3-wlan1,ap3-wlan1,1707360564.3028533
1,sta1,HO_WiFi25G,0.0,1,-76.0,-75.0,0.032,0.032,ap5-wlan1,ap1-wlan1,ap1-wlan1,1707360590.3549006
2,sta2,HO_WiFi2WiFi,0.3333333333333333,0,-73.0,-69.0,0.039,0.03,ap2-wlan1,ap4-wlan1,ap4-wlan1,1707360608.1608567
3,sta4,HO_5G2WiFi,0.25,130,-77.0,-69.0,0.033,0.025,ap1-wlan1,ap5-wlan1,ap5-wlan1,1707360625.866776
4,sta3,HO_WiFi2WiFi,0.2,6,-76.0,-74.0,0.037,0.029,ap4-wlan1,ap2-wlan1,ap2-wlan1,1707360635.2712135
5,sta2,HO_WiFi25G,0.16666666666666666,24,-65.0,-62.0,0.072,0.024,ap4-wlan1,ap1-wlan1,ap1-wlan1,1707360644.596705
6,sta2,HO_5G2WiFi,0.14285714285714285,130,-63.0,-67.0,0.031,0.035,ap1-wlan1,ap4-wlan1,ap4-wlan1,1707360658.0735583
7,sta2,HO_WiFi2WiFi,0.125,19,-78.0,-77.0,0.04,0.027,ap4-wlan1,ap5-wlan1,ap5-wlan1,1707360671.7060175
8,sta2,HO_WiFi25G,0.1111111111111111,1,-78.0,-78.0,0.035,0.031,ap5-wlan1,ap1-wlan1,ap1-wlan1,1707360685.2544608
9,sta4,HO_WiFi25G,0.1,6,-73.0,-67.0,0.032,0.04,ap5-wlan1,ap1-wlan1,ap1-wlan1,1707360696.6638741
10,sta1,HO_5G2WiFi,0.18181818181818182,0,-74.0,-71.0,0.027,0.029,ap1-wlan1,ap4-wlan1,ap4-wlan1,1707360703.893739
11,sta3,HO_WiFi2WiFi,0.16666666666666666,19,-76.0,-75.0,0.029,0.021,ap2-wlan1,ap3-wlan1,ap3-wlan1,1707360709.10386
12,sta4,HO_5G2WiFi,0.15384615384615385,130,-67.0,-68.0,0.025,0.031,ap1-wlan1,ap4-wlan1,ap4-wlan1,1707360716.3422356
13,sta4,HO_WiFi25G,0.14285714285714285,1,-79.0,-80.0,0.038,0.029,ap4-wlan1,ap1-wlan1,ap1-wlan1,1707360738.1558568
14,sta2,HO_5G2WiFi,0.13333333333333333,19,-76.0,-70.0,0.056,0.039,ap1-wlan1,ap5-wlan1,ap5-wlan1,1707360743.353992
