,STA,eventTYpes,HO_failureratio,total_throughput,RSSI_current,RSSI_target,Delay_current,Delay_target,Current_AP,Target_AP,New_Associated_AP,time
0,sta4,HO_5G2WiFi,0.0,65,-78.0,-63.0,0.023,0.021,ap1-wlan1,ap2-wlan1,ap2-wlan1,1707719674.024953
1,sta2,HO_WiFi25G,0.0,1,-73.0,-69.0,0.02,0.022,ap5-wlan1,ap1-wlan1,ap1-wlan1,1707719695.3299236
2,sta10,HO_WiFi2WiFi,0.0,130,-77.0,-74.0,0.033,0.024,ap5-wlan1,ap4-wlan1,ap4-wlan1,1707719716.6332178
3,sta16,HO_WiFi25G,0.0,1,-74.0,-70.0,0.026,0.031,ap4-wlan1,ap1-wlan1,ap1-wlan1,1707719736.0917892
4,sta9,HO_5G2WiFi,0.0,130,-72.0,-57.0,0.033,0.034,ap1-wlan1,ap5-wlan1,ap5-wlan1,1707719755.484804
5,sta15,HO_WiFi2WiFi,0.0,65,-77.0,-72.0,0.023,0.035,ap4-wlan1,ap3-wlan1,ap3-wlan1,1707719772.7769156
6,sta7,HO_5G2WiFi,0.0,65,-68.0,-31.0,0.139,0.028,ap1-wlan1,ap5-wlan1,ap5-wlan1,1707719794.1301122
7,sta12,HO_WiFi2WiFi,0.0,130,-78.0,-71.0,0.032,0.026,ap4-wlan1,ap3-wlan1,ap3-wlan1,1707719817.6899474
8,sta11,HO_WiFi2WiFi,0.0,130,-76.0,-75.0,0.02,0.018,ap2-wlan1,ap4-wlan1,ap4-wlan1,1707719836.9495423
9,sta2,HO_5G2WiFi,0.0,6,-79.0,-66.0,0.024,0.037,ap1-wlan1,ap3-wlan1,ap3-wlan1,1707719854.1121888
10,sta3,HO_5G2WiFi,0.0,130,-73.0,-67.0,0.023,0.023,ap1-wlan1,ap5-wlan1,ap5-wlan1,1707719871.2467885
11,sta16,HO_5G2WiFi,0.0,65,-76.0,-68.0,0.03,0.038,ap1-wlan1,ap5-wlan1,ap5-wlan1,1707719890.5600069
12,sta14,HO_WiFi2WiFi,0.0,130,-77.0,-62.0,0.035,0.021,ap2-wlan1,ap3-wlan1,ap3-wlan1,1707719916.1707237
13,sta7,HO_WiFi2WiFi,0.0,130,-78.0,-68.0,0.025,0.028,ap5-wlan1,ap3-wlan1,ap3-wlan1,1707719933.388412
14,sta6,HO_WiFi2WiFi,0.0,130,-79.0,-62.0,0.025,0.043,ap2-wlan1,ap3-wlan1,ap3-wlan1,1707719950.5708892
15,sta1,HO_WiFi2WiFi,0.0,130,-76.0,-74.0,0.027,0.038,ap3-wlan1,ap4-wlan1,ap4-wlan1,1707719988.582036
16,sta14,HO_WiFi2WiFi,0.0,130,-76.0,-67.0,0.025,0.02,ap3-wlan1,ap5-wlan1,ap5-wlan1,1707720012.2177587
17,sta4,HO_WiFi2WiFi,0.0,130,-78.0,-78.0,0.022,0.019,ap2-wlan1,ap4-wlan1,ap4-wlan1,1707720039.7696557
18,sta16,HO_5G2WiFi,0.0,130,-78.0,-59.0,0.032,0.033,ap1-wlan1,ap3-wlan1,ap3-wlan1,1707720067.260253
19,sta1,HO_WiFi2WiFi,0.0,130,-75.0,-69.0,0.029,0.032,ap4-wlan1,ap5-wlan1,ap5-wlan1,1707720086.5261931
20,sta8,HO_5G2WiFi,0.0,130,-78.0,-69.0,0.031,0.031,ap1-wlan1,ap5-wlan1,ap5-wlan1,1707720109.9454339
21,sta12,HO_5G2WiFi,0.0,130,-80.0,-66.0,0.024,0.028,ap1-wlan1,ap3-wlan1,ap3-wlan1,1707720137.51842
