,STA,eventTYpes,HO_failureratio,total_throughput,RSSI_current,RSSI_target,Delay_current,Delay_target,Current_AP,Target_AP,New_Associated_AP,time
0,sta4,HO_5G2WiFi,1.0,0,-78.0,-64.0,0.032,0.035,ap1-wlan1,ap2-wlan1,ap2-wlan1,1707350796.7035346
1,sta2,HO_WiFi25G,1.0,0,-71.0,-66.0,0.029,0.032,ap5-wlan1,ap1-wlan1,ap1-wlan1,1707350804.1527781
2,sta10,HO_WiFi25G,1.0,0,-75.0,-70.0,0.026,0.084,ap5-wlan1,ap1-wlan1,ap1-wlan1,1707350811.5719416
3,sta16,HO_WiFi25G,1.0,0,-72.0,-70.0,0.03,0.029,ap4-wlan1,ap1-wlan1,ap1-wlan1,1707350816.8557348
4,sta9,HO_5G2WiFi,1.0,0,-74.0,-63.0,0.026,0.049,ap1-wlan1,ap5-wlan1,ap5-wlan1,1707350822.240954
5,sta15,HO_WiFi25G,1.0,0,-74.0,-69.0,0.022,0.024,ap4-wlan1,ap1-wlan1,ap1-wlan1,1707350827.4467013
6,sta7,HO_5G2WiFi,1.0,0,-68.0,-55.0,0.027,0.022,ap1-wlan1,ap5-wlan1,ap5-wlan1,1707350834.8553393
7,sta12,HO_WiFi2WiFi,1.0,0,-74.0,-73.0,0.024,0.028,ap4-wlan1,ap2-wlan1,ap2-wlan1,1707350844.3010983
8,sta2,HO_5G2WiFi,1.0,0,-75.0,-58.0,0.024,0.023,ap1-wlan1,ap3-wlan1,ap3-wlan1,1707350851.680045
9,sta3,HO_5G2WiFi,1.0,0,-76.0,-69.0,0.023,0.028,ap1-wlan1,ap5-wlan1,ap5-wlan1,1707350854.8599105
10,sta10,HO_5G2WiFi,1.0,0,-74.0,-72.0,0.031,0.029,ap1-wlan1,ap4-wlan1,ap4-wlan1,1707350858.0430503
11,sta16,HO_5G2WiFi,1.0,0,-70.0,-64.0,0.025,0.027,ap1-wlan1,ap5-wlan1,ap5-wlan1,1707350861.2946641
12,sta15,HO_5G2WiFi,1.0,0,-75.0,-63.0,0.03,0.031,ap1-wlan1,ap3-wlan1,ap3-wlan1,1707350868.6998398
13,sta14,HO_WiFi2WiFi,1.0,0,-74.0,-74.0,0.031,0.028,ap2-wlan1,ap3-wlan1,ap3-wlan1,1707350874.0329597
14,sta13,HO_WiFi2WiFi,1.0,0,-76.0,-63.0,0.028,0.034,ap5-wlan1,ap3-wlan1,ap3-wlan1,1707350881.3931522
15,sta9,HO_WiFi2WiFi,1.0,0,-74.0,-73.0,0.023,0.023,ap5-wlan1,ap3-wlan1,ap3-wlan1,1707350903.7645261
16,sta8,HO_5G2WiFi,1.0,0,-75.0,-69.0,0.029,0.028,ap1-wlan1,ap5-wlan1,ap5-wlan1,1707350909.0127106
17,sta1,HO_WiFi2WiFi,1.0,0,-77.0,-73.0,0.021,0.031,ap3-wlan1,ap4-wlan1,ap4-wlan1,1707350939.468004
18,sta14,HO_WiFi2WiFi,1.0,0,-77.0,-65.0,0.028,0.03,ap3-wlan1,ap5-wlan1,ap5-wlan1,1707350948.9690444
19,sta4,HO_WiFi2WiFi,1.0,0,-78.0,-78.0,0.027,0.025,ap2-wlan1,ap4-wlan1,ap4-wlan1,1707350962.6726115
20,sta1,HO_WiFi2WiFi,1.0,0,-75.0,-69.0,0.041,0.027,ap4-wlan1,ap5-wlan1,ap5-wlan1,1707350980.3036895
21,sta12,HO_5G2WiFi,1.0,0,-80.0,-66.0,0.028,0.029,ap1-wlan1,ap3-wlan1,ap3-wlan1,1707351002.3508303
22,sta15,HO_WiFi25G,1.0,0,-78.0,-76.0,0.02,0.023,ap5-wlan1,ap1-wlan1,ap1-wlan1,1707351024.2003744
23,sta13,HO_5G2WiFi,1.0,0,-81.0,-70.0,0.022,0.035,ap1-wlan1,ap3-wlan1,ap3-wlan1,1707351035.7307246
24,sta5,HO_5G2WiFi,1.0,0,-75.0,-69.0,0.036,0.026,ap1-wlan1,ap4-wlan1,ap4-wlan1,1707351038.9142942
25,sta11,HO_5G2WiFi,1.0,0,-69.0,-59.0,0.038,0.035,ap1-wlan1,ap5-wlan1,ap5-wlan1,1707351046.2835023
26,sta3,HO_5G2WiFi,1.0,0,-66.0,-61.0,0.023,0.024,ap1-wlan1,ap4-wlan1,ap4-wlan1,1707351051.5233686
27,sta10,HO_5G2WiFi,1.0,0,-77.0,-72.0,0.026,0.032,ap1-wlan1,ap5-wlan1,ap5-wlan1,1707351054.7426214
28,sta6,HO_WiFi2WiFi,1.0,0,-78.0,-73.0,0.029,0.03,ap3-wlan1,ap2-wlan1,ap2-wlan1,1707351072.482134
29,sta5,HO_WiFi2WiFi,1.0,0,-79.0,-71.0,0.03,0.031,ap4-wlan1,ap2-wlan1,ap2-wlan1,1707351077.8706641
30,sta12,HO_WiFi2WiFi,1.0,0,-76.0,-71.0,0.021,0.023,ap3-wlan1,ap2-wlan1,ap2-wlan1,1707351081.0444157
31,sta4,HO_5G2WiFi,1.0,0,-75.0,-71.0,0.026,0.026,ap1-wlan1,ap4-wlan1,ap4-wlan1,1707351084.1944873
32,sta3,HO_WiFi2WiFi,1.0,0,-74.0,-68.0,0.025,0.021,ap4-wlan1,ap5-wlan1,ap5-wlan1,1707351093.5711608
33,sta15,HO_5G2WiFi,1.0,0,-63.0,-66.0,0.026,0.023,ap1-wlan1,ap5-wlan1,ap5-wlan1,1707351107.106118
34,sta8,HO_5G2WiFi,1.0,0,-81.0,-72.0,0.023,0.02,ap1-wlan1,ap3-wlan1,ap3-wlan1,1707351110.2719789
35,sta11,HO_WiFi2WiFi,1.0,0,-76.0,-72.0,0.028,0.032,ap5-wlan1,ap3-wlan1,ap3-wlan1,1707351130.2719522
36,sta2,HO_5G2WiFi,1.0,0,-74.0,-68.0,0.025,0.033,ap1-wlan1,ap5-wlan1,ap5-wlan1,1707351133.5193038
37,sta16,HO_WiFi2WiFi,1.0,0,-75.0,-68.0,0.032,0.023,ap2-wlan1,ap4-wlan1,ap4-wlan1,1707351140.8371847
38,sta1,HO_5G2WiFi,1.0,0,-70.0,-69.0,0.029,0.023,ap1-wlan1,ap5-wlan1,ap5-wlan1,1707351144.0324872
39,sta15,HO_WiFi2WiFi,1.0,0,-77.0,-65.0,0.022,0.025,ap5-wlan1,ap4-wlan1,ap4-wlan1,1707351151.25174
40,sta13,HO_WiFi25G,1.0,0,-71.0,-72.0,0.033,0.024,ap4-wlan1,ap1-wlan1,ap1-wlan1,1707351164.9040468
41,sta10,HO_WiFi25G,1.0,0,-74.0,-70.0,0.022,0.03,ap5-wlan1,ap1-wlan1,ap1-wlan1,1707351182.7301676
42,sta16,HO_WiFi25G,1.0,0,-70.0,-46.0,0.02,0.023,ap4-wlan1,ap1-wlan1,ap1-wlan1,1707351187.9232516
43,sta1,HO_WiFi2WiFi,1.0,0,-74.0,-70.0,0.029,0.033,ap5-wlan1,ap4-wlan1,ap4-wlan1,1707351193.0993633
44,sta9,HO_5G2WiFi,1.0,0,-76.0,-66.0,0.03,0.021,ap1-wlan1,ap5-wlan1,ap5-wlan1,1707351196.2368731
45,sta15,HO_WiFi2WiFi,1.0,0,-78.0,-66.0,0.023,0.028,ap4-wlan1,ap2-wlan1,ap2-wlan1,1707351199.4343657
46,sta14,HO_5G2WiFi,1.0,0,-75.0,-70.0,0.025,0.033,ap1-wlan1,ap4-wlan1,ap4-wlan1,1707351204.6658022
47,sta13,HO_5G2WiFi,1.0,0,-71.0,-63.0,0.028,0.029,ap1-wlan1,ap4-wlan1,ap4-wlan1,1707351212.0559776
