,STA,eventTYpes,HO_failureratio,total_throughput,RSSI_current,RSSI_target,Delay_current,Delay_target,Current_AP,Target_AP,New_Associated_AP,time
0,sta2,HO_5G2WiFi,0.0,65,-79.0,-61.0,0.031,0.023,ap1-wlan1,ap3-wlan1,ap3-wlan1,1707453918.5510297
1,sta1,HO_WiFi25G,0.5,0,-70.0,-68.0,0.022,0.028,ap5-wlan1,ap1-wlan1,ap1-wlan1,1707453923.89596
2,sta1,HO_5G2WiFi,0.3333333333333333,130,-67.0,-62.0,0.031,0.027,ap1-wlan1,ap5-wlan1,ap5-wlan1,1707453929.3412693
3,sta2,HO_WiFi2WiFi,0.5,0,-73.0,-72.0,0.028,0.031,ap3-wlan1,ap2-wlan1,ap2-wlan1,1707453945.2484043
4,sta1,HO_WiFi2WiFi,0.6,0,-78.0,-78.0,0.036,0.028,ap5-wlan1,ap3-wlan1,ap3-wlan1,1707453957.1076813
5,sta2,HO_WiFi2WiFi,0.6666666666666666,0,-73.0,-71.0,0.028,0.025,ap2-wlan1,ap4-wlan1,ap4-wlan1,1707453960.3202627
6,sta1,HO_5G2WiFi,0.5714285714285714,130,-80.0,-73.0,0.029,0.027,ap1-wlan1,ap3-wlan1,ap3-wlan1,1707453976.1330018
7,sta1,HO_WiFi2WiFi,0.625,0,-74.0,-72.0,0.033,0.025,ap3-wlan1,ap2-wlan1,ap2-wlan1,1707454027.5805836
8,sta2,HO_5G2WiFi,0.6666666666666666,0,-75.0,-71.0,0.022,0.019,ap1-wlan1,ap4-wlan1,ap4-wlan1,1707454043.165637
9,sta2,HO_WiFi2WiFi,0.7,0,-74.0,-72.0,0.029,0.023,ap4-wlan1,ap2-wlan1,ap2-wlan1,1707454090.0672324
10,sta2,HO_WiFi2WiFi,0.6363636363636364,130,-72.0,-72.0,0.03,0.024,ap2-wlan1,ap3-wlan1,ap3-wlan1,1707454103.6812584
11,sta1,HO_WiFi2WiFi,0.6666666666666666,0,-76.0,-75.0,0.024,0.034,ap2-wlan1,ap4-wlan1,ap4-wlan1,1707454194.3642461
12,sta2,HO_5G2WiFi,0.6153846153846154,19,-79.0,-72.0,0.024,0.021,ap1-wlan1,ap3-wlan1,ap3-wlan1,1707454197.5280263
13,sta1,HO_WiFi25G,0.6428571428571429,0,-67.0,-63.0,0.027,0.033,ap4-wlan1,ap1-wlan1,ap1-wlan1,1707454231.7712128
14,sta1,HO_5G2WiFi,0.6,130,-60.0,-67.0,0.032,0.022,ap1-wlan1,ap4-wlan1,ap4-wlan1,1707454239.0228488
15,sta1,HO_WiFi2WiFi,0.5625,130,-77.0,-74.0,0.031,0.027,ap4-wlan1,ap5-wlan1,ap5-wlan1,1707454246.2165737
16,sta2,HO_WiFi2WiFi,0.5882352941176471,0,-74.0,-73.0,0.023,0.022,ap3-wlan1,ap5-wlan1,ap5-wlan1,1707454280.6307209
17,sta2,HO_WiFi25G,0.6111111111111112,0,-70.0,-63.0,0.019,0.036,ap5-wlan1,ap1-wlan1,ap1-wlan1,1707454287.8307133
18,sta2,HO_5G2WiFi,0.5789473684210527,130,-51.0,-63.0,0.022,0.031,ap1-wlan1,ap5-wlan1,ap5-wlan1,1707454295.0431523
19,sta2,HO_WiFi25G,0.55,1,-70.0,-61.0,0.028,0.031,ap5-wlan1,ap1-wlan1,ap1-wlan1,1707454302.3613033
20,sta2,HO_5G2WiFi,0.5238095238095238,130,-62.0,-67.0,0.024,0.024,ap1-wlan1,ap5-wlan1,ap5-wlan1,1707454309.6048539
21,sta2,HO_WiFi25G,0.5,1,-75.0,-73.0,0.033,0.027,ap5-wlan1,ap1-wlan1,ap1-wlan1,1707454316.804592
22,sta2,HO_WiFi25G,0.5217391304347826,0,-70.0,-72.0,0.028,0.031,ap1-wlan1,ap5-wlan1,ap1-wlan1,1707454322.9460008
23,sta2,HO_5G2WiFi,0.5416666666666666,0,-69.0,-71.0,0.025,0.035,ap1-wlan1,ap5-wlan1,ap5-wlan1,1707454358.8180258
24,sta2,HO_WiFi25G,0.52,1,-75.0,-70.0,0.026,0.029,ap5-wlan1,ap1-wlan1,ap1-wlan1,1707454365.977052
25,sta2,HO_5G2WiFi,0.5,130,-58.0,-66.0,0.029,0.021,ap1-wlan1,ap5-wlan1,ap5-wlan1,1707454373.22894
26,sta2,HO_WiFi25G,0.48148148148148145,1,-71.0,-54.0,0.019,0.024,ap5-wlan1,ap1-wlan1,ap1-wlan1,1707454380.4832282
27,sta2,HO_5G2WiFi,0.4642857142857143,130,-52.0,-65.0,0.029,0.027,ap1-wlan1,ap5-wlan1,ap5-wlan1,1707454387.6624012
28,sta2,HO_WiFi25G,0.4482758620689655,1,-73.0,-66.0,0.019,0.031,ap5-wlan1,ap1-wlan1,ap1-wlan1,1707454394.833961
29,sta2,HO_5G2WiFi,0.4666666666666667,0,-66.0,-67.0,0.027,0.028,ap1-wlan1,ap3-wlan1,ap3-wlan1,1707454402.0230312
30,sta1,HO_5G2WiFi,0.4838709677419355,0,-76.0,-72.0,0.023,0.027,ap1-wlan1,ap4-wlan1,ap4-wlan1,1707454446.61594
31,sta2,HO_WiFi2WiFi,0.5,0,-74.0,-71.0,0.032,0.026,ap3-wlan1,ap5-wlan1,ap5-wlan1,1707454474.6719644
32,sta1,HO_WiFi2WiFi,0.5151515151515151,0,-75.0,-73.0,0.021,0.021,ap4-wlan1,ap2-wlan1,ap2-wlan1,1707454486.175891
33,sta1,HO_WiFi2WiFi,0.5294117647058824,0,-73.0,-70.0,0.028,0.048,ap2-wlan1,ap4-wlan1,ap4-wlan1,1707454557.763935
34,sta1,HO_WiFi25G,0.5142857142857142,1,-62.0,-57.0,0.039,0.026,ap4-wlan1,ap1-wlan1,ap1-wlan1,1707454585.7132514
35,sta2,HO_5G2WiFi,0.5277777777777778,0,-79.0,-73.0,0.03,0.029,ap1-wlan1,ap5-wlan1,ap5-wlan1,1707454588.808102
36,sta1,HO_5G2WiFi,0.5405405405405406,0,-30.0,-67.0,0.03,0.02,ap1-wlan1,ap5-wlan1,ap5-wlan1,1707454593.9355774
37,sta1,HO_WiFi25G,0.5263157894736842,1,-68.0,-59.0,0.03,0.025,ap5-wlan1,ap1-wlan1,ap1-wlan1,1707454601.1960254
38,sta1,HO_5G2WiFi,0.5128205128205128,130,-62.0,-54.0,0.024,0.03,ap1-wlan1,ap5-wlan1,ap5-wlan1,1707454606.4325411
39,sta2,HO_WiFi2WiFi,0.525,0,-74.0,-68.0,0.026,0.022,ap5-wlan1,ap3-wlan1,ap3-wlan1,1707454638.885886
40,sta1,HO_5G2WiFi,0.5121951219512195,130,-79.0,-72.0,0.124,0.031,ap1-wlan1,ap5-wlan1,ap5-wlan1,1707454650.3146472
41,sta2,HO_WiFi2WiFi,0.5238095238095238,0,-76.0,-76.0,0.029,0.026,ap3-wlan1,ap2-wlan1,ap2-wlan1,1707454674.3770998
42,sta1,HO_WiFi25G,0.5348837209302325,0,-72.0,-71.0,0.021,0.029,ap5-wlan1,ap1-wlan1,ap1-wlan1,1707454692.1222558
43,sta1,HO_5G2WiFi,0.5227272727272727,130,-64.0,-69.0,0.024,0.029,ap1-wlan1,ap5-wlan1,ap5-wlan1,1707454699.3882904
44,sta1,HO_WiFi2WiFi,0.5111111111111111,130,-78.0,-73.0,0.022,0.022,ap5-wlan1,ap4-wlan1,ap4-wlan1,1707454706.6821504
45,sta2,HO_WiFi2WiFi,0.5217391304347826,0,-77.0,-76.0,0.019,0.021,ap2-wlan1,ap4-wlan1,ap4-wlan1,1707454734.6314504
46,sta2,HO_WiFi25G,0.5319148936170213,0,-71.0,-69.0,0.029,0.028,ap4-wlan1,ap1-wlan1,ap1-wlan1,1707454779.0284553
47,sta2,HO_5G2WiFi,0.5208333333333334,130,-56.0,-64.0,0.033,0.03,ap1-wlan1,ap4-wlan1,ap4-wlan1,1707454786.2376368
