,STA,eventTYpes,HO_failureratio,total_throughput,RSSI_current,RSSI_target,Delay_current,Delay_target,Current_AP,Target_AP,New_Associated_AP,time
0,sta4,HO_5G2WiFi,0.0,65,,,0,0,ap1-wlan1,ap2-wlan1,ap2-wlan1,1707731934.074201
1,sta10,HO_WiFi25G,0.0,9,,,0,0,ap5-wlan1,ap1-wlan1,ap1-wlan1,1707731957.47858
2,sta16,HO_WiFi25G,0.0,1,,,0,0,ap4-wlan1,ap1-wlan1,ap1-wlan1,1707731974.712139
3,sta9,HO_5G2WiFi,0.0,130,,,0,0,ap1-wlan1,ap5-wlan1,ap5-wlan1,1707731994.010801
4,sta8,HO_5G2WiFi,0.0,130,,,0,0,ap1-wlan1,ap5-wlan1,ap5-wlan1,1707732013.3405044
5,sta7,HO_5G2WiFi,0.0,130,,,0,0,ap1-wlan1,ap5-wlan1,ap5-wlan1,1707732032.6451032
6,sta13,HO_5G2WiFi,0.0,130,,,0,0,ap1-wlan1,ap5-wlan1,ap5-wlan1,1707732051.9348152
7,sta12,HO_WiFi25G,0.0,1,,,0,0,ap4-wlan1,ap1-wlan1,ap1-wlan1,1707732071.3585193
8,sta2,HO_5G2WiFi,0.0,6,,,0,0,ap1-wlan1,ap3-wlan1,ap3-wlan1,1707732092.7097826
9,sta3,HO_5G2WiFi,0.0,130,,,0,0,ap1-wlan1,ap5-wlan1,ap5-wlan1,1707732109.8492162
10,sta16,HO_5G2WiFi,0.0,65,,,0,0,ap1-wlan1,ap5-wlan1,ap5-wlan1,1707732129.0663786
11,sta15,HO_5G2WiFi,0.0,130,,,0,0,ap1-wlan1,ap3-wlan1,ap3-wlan1,1707732150.375746
12,sta14,HO_WiFi2WiFi,0.0,130,,,0,0,ap2-wlan1,ap3-wlan1,ap3-wlan1,1707732169.6972358
13,sta7,HO_WiFi2WiFi,0.0,130,,,0,0,ap5-wlan1,ap3-wlan1,ap3-wlan1,1707732186.8935654
14,sta6,HO_WiFi2WiFi,0.0,130,,,0,0,ap2-wlan1,ap3-wlan1,ap3-wlan1,1707732204.1271055
15,sta12,HO_5G2WiFi,0.0,130,,,0,0,ap1-wlan1,ap3-wlan1,ap3-wlan1,1707732225.588473
16,sta1,HO_WiFi2WiFi,0.0,6,,,0,0,ap3-wlan1,ap2-wlan1,ap2-wlan1,1707732255.3404722
17,sta14,HO_WiFi2WiFi,0.0,130,,,0,0,ap3-wlan1,ap5-wlan1,ap5-wlan1,1707732278.8460822
18,sta2,HO_WiFi25G,0.0,1,,,0,0,ap3-wlan1,ap1-wlan1,ap1-wlan1,1707732310.5763402
19,sta10,HO_5G2WiFi,0.0,130,,,0,0,ap1-wlan1,ap4-wlan1,ap4-wlan1,1707732329.8285868
20,sta16,HO_5G2WiFi,0.0,130,,,0,0,ap1-wlan1,ap3-wlan1,ap3-wlan1,1707732346.985342
21,sta8,HO_5G2WiFi,0.0,130,,,0,0,ap1-wlan1,ap5-wlan1,ap5-wlan1,1707732370.4877934
22,sta12,HO_5G2WiFi,0.0,130,,,0,0,ap1-wlan1,ap3-wlan1,ap3-wlan1,1707732397.9756536
23,sta1,HO_5G2WiFi,0.0,6,,,0,0,ap1-wlan1,ap5-wlan1,ap5-wlan1,1707732427.8112116
24,sta6,HO_5G2WiFi,0.0,130,,,0,0,ap1-wlan1,ap3-wlan1,ap3-wlan1,1707732455.5395262
25,sta5,HO_5G2WiFi,0.0,130,,,0,0,ap1-wlan1,ap4-wlan1,ap4-wlan1,1707732474.8159578
26,sta11,HO_5G2WiFi,0.0,130,,,0,0,ap1-wlan1,ap5-wlan1,ap5-wlan1,1707732496.1927335
27,sta3,HO_5G2WiFi,0.0,130,,,0,0,ap1-wlan1,ap4-wlan1,ap4-wlan1,1707732515.3858023
28,sta10,HO_5G2WiFi,0.0,130,,,0,0,ap1-wlan1,ap5-wlan1,ap5-wlan1,1707732532.6124446
29,sta6,HO_WiFi2WiFi,0.0,130,,,0,0,ap3-wlan1,ap2-wlan1,ap2-wlan1,1707732564.2413664
30,sta5,HO_WiFi2WiFi,0.0,130,,,0,0,ap4-wlan1,ap2-wlan1,ap2-wlan1,1707732583.5125537
31,sta12,HO_WiFi2WiFi,0.0,130,,,0,0,ap3-wlan1,ap2-wlan1,ap2-wlan1,1707732600.7628324
32,sta4,HO_5G2WiFi,0.0,130,,,0,0,ap1-wlan1,ap4-wlan1,ap4-wlan1,1707732618.053222
33,sta3,HO_WiFi2WiFi,0.0,130,,,0,0,ap4-wlan1,ap5-wlan1,ap5-wlan1,1707732639.3677154
34,sta8,HO_5G2WiFi,0.0,130,,,0,0,ap1-wlan1,ap3-wlan1,ap3-wlan1,1707732666.9980073
35,sta11,HO_WiFi2WiFi,0.0,130,,,0,0,ap5-wlan1,ap3-wlan1,ap3-wlan1,1707732699.1010118
36,sta2,HO_5G2WiFi,0.0,6,,,0,0,ap1-wlan1,ap5-wlan1,ap5-wlan1,1707732716.2575772
37,sta16,HO_WiFi2WiFi,0.0,130,,,0,0,ap2-wlan1,ap4-wlan1,ap4-wlan1,1707732737.5135987
38,sta15,HO_5G2WiFi,0.0,130,,,0,0,ap1-wlan1,ap4-wlan1,ap4-wlan1,1707732759.0118608
39,sta13,HO_5G2WiFi,0.0,130,,,0,0,ap1-wlan1,ap4-wlan1,ap4-wlan1,1707732784.4999685
40,sta12,HO_WiFi2WiFi,0.0,130,,,0,0,ap3-wlan1,ap5-wlan1,ap5-wlan1,1707732803.762853
41,sta10,HO_WiFi25G,0.0,18,,,0,0,ap5-wlan1,ap1-wlan1,ap1-wlan1,1707732829.4232159
42,sta16,HO_WiFi25G,0.0,1,,,0,0,ap4-wlan1,ap1-wlan1,ap1-wlan1,1707732846.585125
43,sta9,HO_5G2WiFi,0.0,130,,,0,0,ap1-wlan1,ap5-wlan1,ap5-wlan1,1707732865.8766313
44,sta14,HO_5G2WiFi,0.0,130,,,0,0,ap1-wlan1,ap4-wlan1,ap4-wlan1,1707732887.3377194
45,sta7,HO_WiFi2WiFi,0.0,130,,,0,0,ap3-wlan1,ap5-wlan1,ap5-wlan1,1707732904.5105138
46,sta5,HO_WiFi2WiFi,0.0,130,,,0,0,ap2-wlan1,ap4-wlan1,ap4-wlan1,1707732925.9749424
47,sta10,HO_5G2WiFi,0.0,130,,,0,0,ap1-wlan1,ap2-wlan1,ap2-wlan1,1707732953.5690248
48,sta16,HO_5G2WiFi,0.0,130,,,0,0,ap1-wlan1,ap5-wlan1,ap5-wlan1,1707732970.8739474
49,sta1,HO_5G2WiFi,0.0,6,,,0,0,ap1-wlan1,ap2-wlan1,ap2-wlan1,1707732988.0825713
50,sta14,HO_WiFi2WiFi,0.0,130,,,0,0,ap4-wlan1,ap2-wlan1,ap2-wlan1,1707733011.5354357
51,sta7,HO_WiFi25G,0.0,1,,,0,0,ap5-wlan1,ap1-wlan1,ap1-wlan1,1707733028.7872427
52,sta13,HO_WiFi2WiFi,0.0,130,,,0,0,ap4-wlan1,ap2-wlan1,ap2-wlan1,1707733048.0993483
53,sta2,HO_5G2WiFi,0.0,6,,,0,0,ap1-wlan1,ap3-wlan1,ap3-wlan1,1707733073.87334
54,sta3,HO_5G2WiFi,0.0,130,,,0,0,ap1-wlan1,ap5-wlan1,ap5-wlan1,1707733091.0607579
55,sta15,HO_WiFi2WiFi,0.0,130,,,0,0,ap2-wlan1,ap3-wlan1,ap3-wlan1,1707733116.5985787
56,sta4,HO_5G2WiFi,0.0,130,,,0,0,ap1-wlan1,ap4-wlan1,ap4-wlan1,1707733148.2915018
57,sta10,HO_WiFi2WiFi,0.0,130,,,0,0,ap2-wlan1,ap4-wlan1,ap4-wlan1,1707733172.004978
58,sta8,HO_WiFi2WiFi,0.0,130,,,0,0,ap5-wlan1,ap3-wlan1,ap3-wlan1,1707733197.551589
59,sta6,HO_5G2WiFi,0.0,130,,,0,0,ap1-wlan1,ap5-wlan1,ap5-wlan1,1707733218.8954642
60,sta13,HO_WiFi2WiFi,0.0,130,,,0,0,ap2-wlan1,ap3-wlan1,ap3-wlan1,1707733236.1491435
