,STA,HO_failureratio,total_throughput,RSSI_current,RSSI_target,Delay_current,Delay_target,Current_AP,Target_AP,New_Associated_AP,time
0,sta3,0.0,39,-66.0,-58.0,0.028,0.022,ap1-wlan1,ap4-wlan1,ap4-wlan1,1705618646.803913
1,sta2,0.0,78,-78.0,-68.0,0.024,0.027,ap2-wlan1,ap4-wlan1,ap4-wlan1,1705618709.323774
2,sta1,0.0,6,-73.0,-68.0,0.029,0.022,ap1-wlan1,ap4-wlan1,ap4-wlan1,1705618736.8066938
3,sta4,0.0,78,-74.0,-63.0,0.04,0.032,ap1-wlan1,ap5-wlan1,ap5-wlan1,1705618758.1020317
4,sta4,0.0,78,-76.0,-72.0,0.024,0.021,ap4-wlan1,ap5-wlan1,ap5-wlan1,1705618853.5086002
5,sta2,0.0,78,-74.0,-71.0,0.029,0.036,ap1-wlan1,ap4-wlan1,ap4-wlan1,1705618874.7936687
6,sta4,0.0,78,-77.0,-72.0,0.04,0.025,ap3-wlan1,ap5-wlan1,ap5-wlan1,1705618933.208002
7,sta1,0.0,6,-55.0,-63.0,0.03,0.02,ap1-wlan1,ap4-wlan1,ap4-wlan1,1705618970.6855674
8,sta4,0.0,1,-80.0,-80.0,0.028,0.028,ap5-wlan1,ap1-wlan1,ap1-wlan1,1705618991.9228723
9,sta2,0.0,78,-77.0,-72.0,0.045,0.028,ap1-wlan1,ap5-wlan1,ap5-wlan1,1705619062.627345
10,sta3,0.0,39,-60.0,-65.0,0.03,0.027,ap1-wlan1,ap4-wlan1,ap4-wlan1,1705619110.487181
11,sta4,0.0,78,-74.0,-63.0,0.026,0.03,ap1-wlan1,ap5-wlan1,ap5-wlan1,1705619137.8869324
12,sta3,0.0,78,-73.0,-70.0,0.03,0.033,ap4-wlan1,ap2-wlan1,ap2-wlan1,1705619165.2248604
13,sta2,0.0,78,-72.0,-60.0,0.022,0.039,ap1-wlan1,ap5-wlan1,ap5-wlan1,1705619198.6974146
14,sta1,0.0,6,-79.0,-72.0,0.032,0.029,ap1-wlan1,ap5-wlan1,ap5-wlan1,1705619226.3211656
15,sta4,0.0,1,-79.0,-79.0,0.022,0.022,ap3-wlan1,ap1-wlan1,ap1-wlan1,1705619247.56179
16,sta2,0.0,78,-78.0,-56.0,0.024,0.027,ap5-wlan1,ap4-wlan1,ap4-wlan1,1705619268.8032649
17,sta4,0.0,78,-79.0,-68.0,0.03,0.024,ap1-wlan1,ap2-wlan1,ap2-wlan1,1705619302.3961778
18,sta3,0.0,78,-77.0,-59.0,0.035,0.023,ap1-wlan1,ap2-wlan1,ap2-wlan1,1705619329.790051
19,sta4,0.0,78,-71.0,-71.0,0.086,0.035,ap2-wlan1,ap4-wlan1,ap4-wlan1,1705619357.1930618
20,sta2,0.0,78,-72.0,-67.0,0.032,0.025,ap1-wlan1,ap4-wlan1,ap4-wlan1,1705619403.1329691
21,sta3,0.0,78,-74.0,-72.0,0.028,0.032,ap2-wlan1,ap4-wlan1,ap4-wlan1,1705619426.408037
22,sta1,0.0,6,-77.0,-65.0,0.025,0.022,ap1-wlan1,ap3-wlan1,ap3-wlan1,1705619447.760346
23,sta2,0.0,78,-74.0,-68.0,0.026,0.029,ap4-wlan1,ap2-wlan1,ap2-wlan1,1705619475.2491136
24,sta4,0.0,78,-63.0,-44.0,0.024,0.031,ap1-wlan1,ap4-wlan1,ap4-wlan1,1705619508.8876717
25,sta4,0.0,39,-78.0,-69.0,0.033,0.028,ap4-wlan1,ap2-wlan1,ap2-wlan1,1705619548.8715565
26,sta3,0.0,78,-72.0,-67.0,0.023,0.034,ap1-wlan1,ap5-wlan1,ap5-wlan1,1705619576.4406295
27,sta4,0.0,78,-80.0,-78.0,0.022,0.024,ap2-wlan1,ap3-wlan1,ap3-wlan1,1705619603.8694785
