,STA,HO_failureratio,total_throughput,RSSI_current,RSSI_target,Delay_current,Delay_target,Current_AP,Target_AP,New_Associated_AP,time
0,sta3,0.0,39,-66.0,-58.0,0.041,0.023,ap1-wlan1,ap4-wlan1,ap4-wlan1,1705697141.2045698
1,sta2,0.5,0,-78.0,-68.0,0.028,0.028,ap2-wlan1,ap4-wlan1,ap4-wlan1,1705697189.0579364
2,sta1,0.0,6,-73.0,-68.0,0.031,0.026,ap1-wlan1,ap4-wlan1,ap4-wlan1,1705697202.1703043
3,sta4,0.5,0,-75.0,-67.0,0.03,0.028,ap1-wlan1,ap5-wlan1,ap5-wlan1,1705697209.0558195
4,sta2,0.2,6,-78.0,-71.0,0.023,0.054,ap4-wlan1,ap5-wlan1,ap5-wlan1,1705697215.7862995
5,sta3,0.5,0,-83.0,-73.0,0.028,0.03,ap1-wlan1,ap3-wlan1,ap3-wlan1,1705697274.0814147
6,sta4,0.5714285714285714,0,-72.0,-71.0,0.027,0.024,ap4-wlan1,ap5-wlan1,ap5-wlan1,1705697289.0054016
7,sta2,0.625,0,-73.0,-72.0,0.049,0.029,ap1-wlan1,ap4-wlan1,ap4-wlan1,1705697295.6954792
8,sta1,0.0,39,-75.0,-72.0,0.025,0.031,ap1-wlan1,ap4-wlan1,ap4-wlan1,1705697308.7272084
9,sta4,0.4,6,-80.0,-35.0,0.024,0.021,ap5-wlan1,ap3-wlan1,ap3-wlan1,1705697315.4437168
10,sta2,0.45454545454545453,6,-69.0,-66.0,0.034,0.023,ap1-wlan1,ap4-wlan1,ap4-wlan1,1705697347.047233
11,sta1,0.5,0,-69.0,-66.0,0.027,0.028,ap1-wlan1,ap4-wlan1,ap4-wlan1,1705697360.023881
12,sta2,0.5384615384615384,0,-79.0,-71.0,0.028,0.029,ap4-wlan1,ap5-wlan1,ap5-wlan1,1705697373.0481572
13,sta1,0.5714285714285714,0,-74.0,-68.0,0.028,0.031,ap4-wlan1,ap5-wlan1,ap5-wlan1,1705697387.9902453
14,sta1,0.5333333333333333,6,-75.0,-73.0,0.029,0.032,ap5-wlan1,ap3-wlan1,ap3-wlan1,1705697413.2441335
15,sta2,0.4375,6,-78.0,-72.0,0.023,0.033,ap1-wlan1,ap5-wlan1,ap5-wlan1,1705697450.9805877
16,sta4,0.5294117647058824,0,-79.0,-72.0,0.03,0.021,ap1-wlan1,ap5-wlan1,ap5-wlan1,1705697470.2218478
17,sta3,0.5555555555555556,0,-55.0,-60.0,0.024,0.034,ap1-wlan1,ap4-wlan1,ap4-wlan1,1705697485.3042805
18,sta3,0.5263157894736842,6,-73.0,-70.0,0.025,0.029,ap4-wlan1,ap2-wlan1,ap2-wlan1,1705697510.4434416
19,sta4,0.55,0,-79.0,-59.0,0.035,0.024,ap5-wlan1,ap3-wlan1,ap3-wlan1,1705697523.327986
20,sta2,0.5714285714285714,0,-73.0,-62.0,0.03,0.028,ap1-wlan1,ap5-wlan1,ap5-wlan1,1705697530.0393484
21,sta1,0.5909090909090909,0,-79.0,-73.0,0.04,0.029,ap1-wlan1,ap5-wlan1,ap5-wlan1,1705697542.9542537
22,sta2,0.5217391304347826,39,-73.0,-70.0,0.033,0.034,ap5-wlan1,ap4-wlan1,ap4-wlan1,1705697557.8826978
23,sta3,0.4166666666666667,6,-81.0,-67.0,0.039,0.027,ap1-wlan1,ap2-wlan1,ap2-wlan1,1705697589.4750953
24,sta4,0.56,0,-77.0,-63.0,0.033,0.03,ap3-wlan1,ap2-wlan1,ap2-wlan1,1705697602.4546862
25,sta1,0.5769230769230769,0,-80.0,-80.0,0.031,0.031,ap3-wlan1,ap1-wlan1,ap1-wlan1,1705697621.5601838
26,sta4,0.5185185185185185,6,-76.0,-67.0,0.02,0.031,ap2-wlan1,ap4-wlan1,ap4-wlan1,1705697628.2819734
27,sta2,0.42857142857142855,39,-71.0,-64.0,0.031,0.03,ap1-wlan1,ap4-wlan1,ap4-wlan1,1705697659.7069
28,sta3,0.5517241379310345,0,-74.0,-72.0,0.029,0.028,ap2-wlan1,ap4-wlan1,ap4-wlan1,1705697668.4175262
29,sta1,0.5666666666666667,0,-77.0,-65.0,0.031,0.032,ap1-wlan1,ap3-wlan1,ap3-wlan1,1705697675.2118657
30,sta1,0.5806451612903226,0,-80.0,-63.0,0.023,0.025,ap3-wlan1,ap5-wlan1,ap5-wlan1,1705697700.5009146
31,sta4,0.4375,6,-67.0,-59.0,0.032,0.03,ap1-wlan1,ap4-wlan1,ap4-wlan1,1705697707.2579172
32,sta2,0.5757575757575758,0,-79.0,-79.0,0.04,0.04,ap3-wlan1,ap1-wlan1,ap1-wlan1,1705697764.0955086
33,sta1,0.5882352941176471,0,-72.0,-57.0,0.025,0.028,ap1-wlan1,ap5-wlan1,ap5-wlan1,1705697826.8882976
34,sta4,0.6,0,-77.0,-63.0,0.044,0.039,ap1-wlan1,ap2-wlan1,ap2-wlan1,1705697833.7151556
35,sta1,0.5555555555555556,6,-75.0,-74.0,0.023,0.042,ap5-wlan1,ap4-wlan1,ap4-wlan1,1705697854.760268
36,sta4,0.5945945945945946,0,-77.0,-71.0,0.021,0.025,ap2-wlan1,ap4-wlan1,ap4-wlan1,1705697863.577811
37,sta2,0.6052631578947368,0,-80.0,-67.0,0.028,0.024,ap1-wlan1,ap3-wlan1,ap3-wlan1,1705697870.3974051
38,sta1,0.6153846153846154,0,-75.0,-73.0,0.034,0.024,ap4-wlan1,ap2-wlan1,ap2-wlan1,1705697883.2867672
39,sta3,0.625,0,-76.0,-72.0,0.03,0.041,ap1-wlan1,ap4-wlan1,ap4-wlan1,1705697931.2624424
40,sta1,0.6341463414634146,0,-79.0,-67.0,0.033,0.027,ap2-wlan1,ap3-wlan1,ap3-wlan1,1705697938.085278
41,sta4,0.5238095238095238,6,-62.0,-66.0,0.029,0.025,ap1-wlan1,ap5-wlan1,ap5-wlan1,1705697946.8031578
42,sta3,0.627906976744186,0,-79.0,-67.0,0.026,0.021,ap4-wlan1,ap5-wlan1,ap5-wlan1,1705697984.5832818
43,sta2,0.6363636363636364,0,-80.0,-59.0,0.032,0.029,ap2-wlan1,ap4-wlan1,ap4-wlan1,1705698003.7925205
44,sta3,0.6444444444444445,0,-80.0,-76.0,0.031,0.032,ap5-wlan1,ap3-wlan1,ap3-wlan1,1705698010.5119107
45,sta1,0.5652173913043478,6,-78.0,-68.0,0.025,0.057,ap1-wlan1,ap3-wlan1,ap3-wlan1,1705698070.950771
46,sta2,0.5957446808510638,6,-69.0,-47.0,0.029,0.019,ap1-wlan1,ap5-wlan1,ap5-wlan1,1705698083.8799808
47,sta1,0.625,0,-78.0,-57.0,0.025,0.026,ap3-wlan1,ap5-wlan1,ap5-wlan1,1705698096.8002312
48,sta4,0.6326530612244898,0,-65.0,-64.0,0.031,0.042,ap1-wlan1,ap5-wlan1,ap5-wlan1,1705698103.650881
49,sta3,0.64,0,-80.0,-72.0,0.027,0.028,ap1-wlan1,ap3-wlan1,ap3-wlan1,1705698116.504434
50,sta4,0.6078431372549019,6,-79.0,-61.0,0.022,0.024,ap5-wlan1,ap4-wlan1,ap4-wlan1,1705698131.303283
51,sta4,0.6346153846153846,0,-79.0,-68.0,0.029,0.029,ap4-wlan1,ap2-wlan1,ap2-wlan1,1705698156.7093608
52,sta2,0.6415094339622641,0,-72.0,-71.0,0.029,0.034,ap3-wlan1,ap2-wlan1,ap2-wlan1,1705698163.442126
53,sta1,0.5555555555555556,39,-76.0,-71.0,0.047,0.032,ap1-wlan1,ap4-wlan1,ap4-wlan1,1705698176.4109898
54,sta3,0.6363636363636364,0,-77.0,-69.0,0.024,0.033,ap1-wlan1,ap5-wlan1,ap5-wlan1,1705698220.3617995
55,sta1,0.5357142857142857,6,-76.0,-71.0,0.024,0.028,ap1-wlan1,ap4-wlan1,ap4-wlan1,1705698227.0978441
56,sta4,0.5789473684210527,6,-79.0,-63.0,0.036,0.023,ap1-wlan1,ap2-wlan1,ap2-wlan1,1705698233.8636718
57,sta2,0.6206896551724138,0,-78.0,-66.0,0.022,0.019,ap2-wlan1,ap3-wlan1,ap3-wlan1,1705698240.606024
58,sta1,0.6271186440677966,0,-77.0,-77.0,0.032,0.029,ap4-wlan1,ap2-wlan1,ap2-wlan1,1705698253.526779
59,sta1,0.6333333333333333,0,-77.0,-65.0,0.031,0.026,ap2-wlan1,ap4-wlan1,ap4-wlan1,1705698307.7597532
60,sta2,0.5901639344262295,6,-77.0,-71.0,0.025,0.03,ap1-wlan1,ap3-wlan1,ap3-wlan1,1705698322.767349
61,sta1,0.6129032258064516,39,-79.0,-58.0,0.024,0.026,ap4-wlan1,ap5-wlan1,ap5-wlan1,1705698335.798091
62,sta2,0.5714285714285714,6,-80.0,-64.0,0.024,0.023,ap1-wlan1,ap3-wlan1,ap3-wlan1,1705698400.042152
63,sta3,0.609375,0,-76.0,-73.0,0.029,0.031,ap4-wlan1,ap2-wlan1,ap2-wlan1,1705698406.865833
64,sta4,0.6153846153846154,0,-80.0,-80.0,0.023,0.023,ap5-wlan1,ap1-wlan1,ap1-wlan1,1705698419.7752416
65,sta3,0.6212121212121212,0,-80.0,-80.0,0.025,0.025,ap3-wlan1,ap1-wlan1,ap1-wlan1,1705698459.5898578
66,sta2,0.6268656716417911,0,-71.0,-71.0,0.037,0.024,ap1-wlan1,ap5-wlan1,ap5-wlan1,1705698505.4074907
67,sta3,0.6323529411764706,0,-81.0,-68.0,0.04,0.023,ap1-wlan1,ap3-wlan1,ap3-wlan1,1705698537.007901
68,sta2,0.6376811594202898,0,-79.0,-79.0,0.029,0.029,ap5-wlan1,ap1-wlan1,ap1-wlan1,1705698556.197983
