,STA,HO_failureratio,total_throughput,RSSI_current,RSSI_target,Delay_current,Delay_target,Current_AP,Target_AP,New_Associated_AP,time
0,sta3,0.0,6,-66.0,-56.0,0.03,0.031,ap1-wlan1,ap4-wlan1,ap4-wlan1,1705694386.8965895
1,sta1,0.0,1,-79.0,-79.0,0.026,0.026,ap5-wlan1,ap1-wlan1,ap1-wlan1,1705694422.6484647
2,sta1,0.0,6,-71.0,-71.0,0.03,0.068,ap1-wlan1,ap4-wlan1,ap4-wlan1,1705694454.752658
3,sta4,0.0,39,-71.0,-54.0,0.023,0.04,ap1-wlan1,ap5-wlan1,ap5-wlan1,1705694492.776122
4,sta4,0.0,39,-76.0,-70.0,0.032,0.036,ap5-wlan1,ap4-wlan1,ap4-wlan1,1705694551.5218356
5,sta1,0.0,6,-69.0,-65.0,0.12,0.023,ap1-wlan1,ap4-wlan1,ap4-wlan1,1705694577.183744
6,sta4,0.0,6,-80.0,-68.0,0.026,0.024,ap4-wlan1,ap3-wlan1,ap3-wlan1,1705694588.4417365
7,sta2,0.0,39,-76.0,-72.0,0.041,0.023,ap1-wlan1,ap4-wlan1,ap4-wlan1,1705694599.6224432
8,sta1,0.0,6,-75.0,-72.0,0.032,0.032,ap1-wlan1,ap4-wlan1,ap4-wlan1,1705694641.7521517
9,sta4,0.0,6,-78.0,-71.0,0.025,0.02,ap3-wlan1,ap5-wlan1,ap5-wlan1,1705694652.9982078
10,sta4,0.0,1,-79.0,-79.0,0.022,0.022,ap5-wlan1,ap1-wlan1,ap1-wlan1,1705694686.7696986
11,sta2,0.0,6,-77.0,-72.0,0.05,0.038,ap1-wlan1,ap5-wlan1,ap5-wlan1,1705694747.4598274
12,sta3,0.0,39,-60.0,-65.0,0.03,0.026,ap1-wlan1,ap4-wlan1,ap4-wlan1,1705694787.5489616
13,sta4,0.0,6,-75.0,-63.0,0.024,0.032,ap1-wlan1,ap5-wlan1,ap5-wlan1,1705694804.8979137
14,sta4,0.0,6,-78.0,-64.0,0.029,0.028,ap5-wlan1,ap3-wlan1,ap3-wlan1,1705694834.5098767
15,sta2,0.0,39,-73.0,-63.0,0.03,0.026,ap1-wlan1,ap5-wlan1,ap5-wlan1,1705694845.7746255
16,sta1,0.0,6,-78.0,-70.0,0.024,0.021,ap1-wlan1,ap5-wlan1,ap5-wlan1,1705694890.0702345
17,sta3,0.0,39,-81.0,-68.0,0.033,0.022,ap1-wlan1,ap2-wlan1,ap2-wlan1,1705694913.695889
18,sta4,0.0,6,-77.0,-63.0,0.029,0.037,ap3-wlan1,ap2-wlan1,ap2-wlan1,1705694931.2174916
19,sta4,0.0,6,-76.0,-67.0,0.039,0.029,ap2-wlan1,ap4-wlan1,ap4-wlan1,1705694961.0736897
20,sta1,0.0,6,-83.0,-73.0,0.024,0.034,ap1-wlan1,ap3-wlan1,ap3-wlan1,1705694984.6078234
21,sta2,0.0,6,-70.0,-62.0,0.029,0.024,ap1-wlan1,ap4-wlan1,ap4-wlan1,1705695001.9805155
22,sta3,0.0,6,-76.0,-72.0,0.035,0.022,ap2-wlan1,ap4-wlan1,ap4-wlan1,1705695015.2249446
23,sta2,0.0,6,-74.0,-68.0,0.024,0.027,ap4-wlan1,ap2-wlan1,ap2-wlan1,1705695038.8277843
24,sta4,0.0,39,-64.0,-51.0,0.031,0.029,ap1-wlan1,ap4-wlan1,ap4-wlan1,1705695062.6344059
25,sta4,0.0,6,-75.0,-71.0,0.034,0.031,ap4-wlan1,ap2-wlan1,ap2-wlan1,1705695092.5426948
26,sta3,0.0,6,-74.0,-67.0,0.024,0.029,ap1-wlan1,ap5-wlan1,ap5-wlan1,1705695110.0454211
27,sta4,0.0,6,-76.0,-75.0,0.022,0.024,ap2-wlan1,ap3-wlan1,ap3-wlan1,1705695127.5379567
28,sta1,0.0,6,-78.0,-69.0,0.026,0.024,ap1-wlan1,ap5-wlan1,ap5-wlan1,1705695177.919141
29,sta4,0.0,39,-81.0,-72.0,0.028,0.021,ap1-wlan1,ap2-wlan1,ap2-wlan1,1705695189.2010214
30,sta2,0.0,6,-82.0,-71.0,0.023,0.029,ap1-wlan1,ap3-wlan1,ap3-wlan1,1705695225.2930737
31,sta1,0.0,6,-80.0,-70.0,0.019,0.023,ap5-wlan1,ap4-wlan1,ap4-wlan1,1705695242.6411183
32,sta1,0.0,6,-79.0,-76.0,0.025,0.024,ap4-wlan1,ap2-wlan1,ap2-wlan1,1705695276.5829997
33,sta3,0.0,6,-72.0,-65.0,0.053,0.023,ap1-wlan1,ap4-wlan1,ap4-wlan1,1705695329.0944796
34,sta4,0.0,6,-67.0,-59.0,0.028,0.028,ap1-wlan1,ap5-wlan1,ap5-wlan1,1705695346.5771513
35,sta2,0.0,6,-80.0,-63.0,0.024,0.044,ap1-wlan1,ap2-wlan1,ap2-wlan1,1705695357.8540351
36,sta2,0.0,6,-69.0,-68.0,0.024,0.021,ap1-wlan1,ap5-wlan1,ap5-wlan1,1705695468.1190596
37,sta1,0.0,6,-75.0,-67.0,0.024,0.024,ap1-wlan1,ap3-wlan1,ap3-wlan1,1705695485.6746225
38,sta4,0.0,6,-75.0,-71.0,0.029,0.031,ap1-wlan1,ap5-wlan1,ap5-wlan1,1705695497.0005705
39,sta1,0.0,39,-80.0,-76.0,0.033,0.031,ap5-wlan1,ap4-wlan1,ap4-wlan1,1705695549.1917896
40,sta3,0.0,6,-78.0,-70.0,0.027,0.033,ap1-wlan1,ap5-wlan1,ap5-wlan1,1705695572.8496544
