,STA,HO_failureratio,total_throughput,RSSI_current,RSSI_target,Delay_current,Delay_target,Current_AP,Target_AP,New_Associated_AP,time
47,sta1,0.0,6,-75.0,-69.0,0.028,0.026,ap1-wlan1,ap4-wlan1,ap4-wlan1,1705722867.7871022
48,sta4,0.0,6,-77.0,-55.0,0.032,0.029,ap1-wlan1,ap2-wlan1,ap2-wlan1,1705722878.0757256
49,sta1,0.0,6,-80.0,-74.0,0.029,0.033,ap4-wlan1,ap2-wlan1,ap2-wlan1,1705722900.7402458
50,sta4,0.0,6,-76.0,-68.0,0.029,0.027,ap2-wlan1,ap4-wlan1,ap4-wlan1,1705722911.0517113
51,sta2,0.0,1,-80.0,-80.0,0.033,0.033,ap3-wlan1,ap1-wlan1,ap1-wlan1,1705722921.3865638
52,sta1,0.0,6,-72.0,-71.0,0.031,0.024,ap2-wlan1,ap4-wlan1,ap4-wlan1,1705722937.7667603
53,sta1,0.0,6,-73.0,-70.0,0.029,0.026,ap4-wlan1,ap5-wlan1,ap5-wlan1,1705722970.472238
54,sta2,0.0,6,-78.0,-65.0,0.023,0.02,ap1-wlan1,ap3-wlan1,ap3-wlan1,1705722988.8658545
55,sta3,0.0,6,-73.0,-67.0,0.025,0.021,ap1-wlan1,ap4-wlan1,ap4-wlan1,1705722999.0138285
56,sta4,0.0,6,-62.0,-63.0,0.023,0.022,ap1-wlan1,ap5-wlan1,ap5-wlan1,1705723017.3777494
57,sta3,0.0,6,-73.0,-72.0,0.025,0.023,ap4-wlan1,ap2-wlan1,ap2-wlan1,1705723058.2878542
58,sta2,0.0,6,-79.0,-67.0,0.023,0.047,ap3-wlan1,ap5-wlan1,ap5-wlan1,1705723107.429625
59,sta2,0.0,6,-71.0,-57.0,0.024,0.022,ap1-wlan1,ap5-wlan1,ap5-wlan1,1705723189.333084
60,sta3,0.0,6,-82.0,-70.0,0.024,0.026,ap1-wlan1,ap3-wlan1,ap3-wlan1,1705723199.6507766
61,sta1,0.0,6,-77.0,-54.0,0.026,0.023,ap1-wlan1,ap3-wlan1,ap3-wlan1,1705723261.1461499
62,sta4,0.0,6,-71.0,-64.0,0.028,0.031,ap1-wlan1,ap4-wlan1,ap4-wlan1,1705723271.3458452
63,sta2,0.0,6,-81.0,-73.0,0.029,0.02,ap1-wlan1,ap3-wlan1,ap3-wlan1,1705723332.7219326
64,sta3,0.0,6,-72.0,-67.0,0.024,0.026,ap1-wlan1,ap4-wlan1,ap4-wlan1,1705723371.6096485
65,sta1,0.0,6,-78.0,-67.0,0.027,0.024,ap4-wlan1,ap2-wlan1,ap2-wlan1,1705723381.8118024
66,sta4,0.0,6,-60.0,-62.0,0.025,0.024,ap1-wlan1,ap5-wlan1,ap5-wlan1,1705723394.0264404
67,sta4,0.0,6,-73.0,-71.0,0.019,0.031,ap5-wlan1,ap3-wlan1,ap3-wlan1,1705723422.709467
68,sta2,0.0,6,-58.0,-66.0,0.028,0.024,ap1-wlan1,ap4-wlan1,ap4-wlan1,1705723461.6075273
69,sta2,0.0,6,-73.0,-71.0,0.034,0.035,ap4-wlan1,ap2-wlan1,ap2-wlan1,1705723492.3484838
70,sta4,0.0,6,-79.0,-69.0,0.044,0.022,ap1-wlan1,ap2-wlan1,ap2-wlan1,1705723514.8519244
71,sta3,0.0,6,-70.0,-67.0,0.025,0.029,ap1-wlan1,ap4-wlan1,ap4-wlan1,1705723531.2691085
72,sta1,0.0,6,-81.0,-71.0,0.028,0.027,ap1-wlan1,ap3-wlan1,ap3-wlan1,1705723541.4563541
73,sta4,0.0,6,-79.0,-75.0,0.029,0.065,ap2-wlan1,ap4-wlan1,ap4-wlan1,1705723576.411118
74,sta2,0.0,6,-81.0,-67.0,0.032,0.028,ap1-wlan1,ap2-wlan1,ap2-wlan1,1705723586.6123827
75,sta1,0.0,6,-81.0,-65.0,0.024,0.019,ap1-wlan1,ap2-wlan1,ap2-wlan1,1705723627.590144
76,sta3,0.0,6,-80.0,-57.0,0.027,0.03,ap4-wlan1,ap2-wlan1,ap2-wlan1,1705723652.2269163
77,sta4,0.0,6,-65.0,-67.0,0.03,0.029,ap1-wlan1,ap4-wlan1,ap4-wlan1,1705723670.6192558
78,sta3,0.0,6,-80.0,-76.0,0.146,0.031,ap2-wlan1,ap3-wlan1,ap3-wlan1,1705723686.96688
79,sta1,0.0,6,-81.0,-65.0,0.03,0.028,ap1-wlan1,ap2-wlan1,ap2-wlan1,1705723722.0892196
80,sta3,0.0,6,-82.0,-71.0,0.031,0.028,ap1-wlan1,ap3-wlan1,ap3-wlan1,1705723744.6542628
81,sta2,0.0,6,-78.0,-72.0,0.024,0.033,ap1-wlan1,ap5-wlan1,ap5-wlan1,1705723767.30336
82,sta3,0.0,6,-76.0,-73.0,0.033,0.029,ap3-wlan1,ap4-wlan1,ap4-wlan1,1705723828.7308462
83,sta4,0.0,6,-76.0,-68.0,0.032,0.036,ap1-wlan1,ap5-wlan1,ap5-wlan1,1705723845.27872
84,sta2,0.0,1,-79.0,-79.0,0.024,0.024,ap3-wlan1,ap1-wlan1,ap1-wlan1,1705723855.5618703
85,sta4,0.0,1,-79.0,-79.0,0.028,0.028,ap5-wlan1,ap1-wlan1,ap1-wlan1,1705723878.0336142
86,sta2,0.0,6,-81.0,-67.0,0.045,0.019,ap1-wlan1,ap3-wlan1,ap3-wlan1,1705723888.223232
87,sta4,0.0,6,-73.0,-68.0,0.029,0.031,ap1-wlan1,ap4-wlan1,ap4-wlan1,1705723935.4993782
88,sta3,0.0,6,-67.0,-57.0,0.032,0.03,ap1-wlan1,ap4-wlan1,ap4-wlan1,1705723951.9782536
89,sta3,0.0,6,-74.0,-69.0,0.03,0.027,ap4-wlan1,ap5-wlan1,ap5-wlan1,1705723982.701981
90,sta4,0.0,6,-74.0,-71.0,0.031,0.029,ap4-wlan1,ap2-wlan1,ap2-wlan1,1705723998.9747007
91,sta2,0.0,6,-81.0,-70.0,0.046,0.036,ap1-wlan1,ap3-wlan1,ap3-wlan1,1705724058.4965837
92,sta4,0.0,6,-76.0,-69.0,0.041,0.025,ap1-wlan1,ap5-wlan1,ap5-wlan1,1705724204.261975
93,sta1,0.0,6,-72.0,-69.0,0.029,0.028,ap1-wlan1,ap5-wlan1,ap5-wlan1,1705724226.8591268
94,sta4,0.0,6,-80.0,-73.0,0.025,0.024,ap5-wlan1,ap2-wlan1,ap2-wlan1,1705724261.6961222
95,sta3,0.0,6,-78.0,-71.0,0.034,0.027,ap1-wlan1,ap5-wlan1,ap5-wlan1,1705724304.7400188
96,sta1,0.0,6,-72.0,-70.0,0.025,0.043,ap1-wlan1,ap4-wlan1,ap4-wlan1,1705724315.0788033
97,sta4,0.0,6,-82.0,-69.0,0.023,0.028,ap1-wlan1,ap2-wlan1,ap2-wlan1,1705724349.9461598
98,sta3,0.0,6,-79.0,-58.0,0.029,0.03,ap5-wlan1,ap4-wlan1,ap4-wlan1,1705724366.3778255
99,sta2,0.0,6,-76.0,-69.0,0.032,0.024,ap1-wlan1,ap5-wlan1,ap5-wlan1,1705724389.1609762
100,sta3,0.0,1,-79.0,-79.0,0.026,0.026,ap4-wlan1,ap1-wlan1,ap1-wlan1,1705724424.21466
101,sta2,0.0,6,-78.0,-71.0,0.025,0.024,ap1-wlan1,ap5-wlan1,ap5-wlan1,1705724446.7030947
102,sta3,0.0,6,-71.0,-73.0,0.033,0.022,ap1-wlan1,ap4-wlan1,ap4-wlan1,1705724458.9748027
103,sta3,0.0,6,-78.0,-56.0,0.04,0.03,ap4-wlan1,ap5-wlan1,ap5-wlan1,1705724487.7860074
104,sta3,0.0,6,-76.0,-70.0,0.03,0.026,ap5-wlan1,ap3-wlan1,ap3-wlan1,1705724516.5183809
105,sta4,0.0,6,-69.0,-55.0,0.024,0.029,ap1-wlan1,ap5-wlan1,ap5-wlan1,1705724557.6230092
106,sta1,0.0,6,-83.0,-72.0,0.03,0.039,ap1-wlan1,ap3-wlan1,ap3-wlan1,1705724580.2610452
107,sta4,0.0,6,-75.0,-69.0,0.021,0.024,ap5-wlan1,ap4-wlan1,ap4-wlan1,1705724592.4425046
108,sta4,0.0,6,-76.0,-69.0,0.035,0.024,ap4-wlan1,ap2-wlan1,ap2-wlan1,1705724621.1129797
109,sta2,0.0,6,-78.0,-71.0,0.029,0.024,ap1-wlan1,ap5-wlan1,ap5-wlan1,1705724680.3727531
110,sta3,0.0,6,-78.0,-72.0,0.028,0.037,ap1-wlan1,ap5-wlan1,ap5-wlan1,1705724690.6294012
111,sta1,0.0,6,-77.0,-65.0,0.027,0.033,ap1-wlan1,ap3-wlan1,ap3-wlan1,1705724725.7610483
112,sta4,0.0,6,-79.0,-64.0,0.036,0.031,ap1-wlan1,ap3-wlan1,ap3-wlan1,1705724736.0788314
113,sta2,0.0,6,-78.0,-75.0,0.033,0.022,ap5-wlan1,ap4-wlan1,ap4-wlan1,1705724748.3753612
114,sta3,0.0,6,-79.0,-76.0,0.023,0.029,ap5-wlan1,ap4-wlan1,ap4-wlan1,1705724760.6526856
115,sta4,0.0,6,-74.0,-68.0,0.022,0.041,ap3-wlan1,ap5-wlan1,ap5-wlan1,1705724777.0194361
116,sta2,0.0,6,-79.0,-65.0,0.025,0.028,ap4-wlan1,ap5-wlan1,ap5-wlan1,1705724838.4838576
117,sta4,0.0,6,-71.0,-59.0,0.03,0.022,ap1-wlan1,ap5-wlan1,ap5-wlan1,1705724860.950799
118,sta3,0.0,6,-70.0,-68.0,0.022,0.028,ap1-wlan1,ap4-wlan1,ap4-wlan1,1705724877.38545
119,sta4,0.0,6,-74.0,-73.0,0.036,0.049,ap5-wlan1,ap3-wlan1,ap3-wlan1,1705724893.8155107
120,sta1,0.0,6,-82.0,-71.0,0.03,0.033,ap1-wlan1,ap2-wlan1,ap2-wlan1,1705724943.0985327
121,sta4,0.0,6,-80.0,-67.0,0.032,0.024,ap1-wlan1,ap3-wlan1,ap3-wlan1,1705725027.5644925
122,sta1,0.0,6,-78.0,-77.0,0.021,0.024,ap4-wlan1,ap5-wlan1,ap5-wlan1,1705725076.9289784
123,sta2,0.0,6,-81.0,-70.0,0.03,0.03,ap1-wlan1,ap3-wlan1,ap3-wlan1,1705725093.2818005
124,sta3,0.0,6,-78.0,-72.0,0.031,0.028,ap1-wlan1,ap5-wlan1,ap5-wlan1,1705725128.2819755
125,sta1,0.0,6,-77.0,-70.0,0.032,0.049,ap1-wlan1,ap5-wlan1,ap5-wlan1,1705725138.5841773
126,sta4,0.0,6,-76.0,-70.0,0.047,0.029,ap1-wlan1,ap4-wlan1,ap4-wlan1,1705725173.7117186
127,sta2,0.0,6,-78.0,-73.0,0.028,0.025,ap2-wlan1,ap3-wlan1,ap3-wlan1,1705725208.6065683
128,sta1,0.0,6,-78.0,-69.0,0.037,0.029,ap1-wlan1,ap3-wlan1,ap3-wlan1,1705725225.0646567
129,sta3,0.0,6,-71.0,-67.0,0.031,0.035,ap1-wlan1,ap4-wlan1,ap4-wlan1,1705725249.6555722
130,sta3,0.0,6,-72.0,-71.0,0.022,0.028,ap4-wlan1,ap5-wlan1,ap5-wlan1,1705725280.46401
131,sta2,0.0,6,-76.0,-66.0,0.024,0.028,ap1-wlan1,ap5-wlan1,ap5-wlan1,1705725327.6969528
132,sta4,0.0,6,-77.0,-69.0,0.028,0.025,ap1-wlan1,ap5-wlan1,ap5-wlan1,1705725350.2814882
133,sta1,0.0,6,-78.0,-75.0,0.026,0.021,ap2-wlan1,ap4-wlan1,ap4-wlan1,1705725376.7688344
134,sta2,0.0,6,-66.0,-63.0,0.028,0.024,ap1-wlan1,ap5-wlan1,ap5-wlan1,1705725421.9988902
135,sta3,0.0,6,-77.0,-67.0,0.027,0.031,ap4-wlan1,ap2-wlan1,ap2-wlan1,1705725432.1918952
136,sta4,0.0,6,-75.0,-66.0,0.04,0.023,ap1-wlan1,ap5-wlan1,ap5-wlan1,1705725448.6202211
137,sta3,0.0,6,-73.0,-71.0,0.024,0.031,ap2-wlan1,ap3-wlan1,ap3-wlan1,1705725465.0773423
138,sta1,0.0,6,-70.0,-68.0,0.071,0.03,ap1-wlan1,ap4-wlan1,ap4-wlan1,1705725475.2940109
139,sta1,0.0,6,-76.0,-66.0,0.031,0.024,ap4-wlan1,ap5-wlan1,ap5-wlan1,1705725506.0569127
140,sta4,0.0,6,-79.0,-69.0,0.025,0.022,ap5-wlan1,ap4-wlan1,ap4-wlan1,1705725516.3119173
141,sta3,0.0,6,-72.0,-71.0,0.021,0.034,ap2-wlan1,ap4-wlan1,ap4-wlan1,1705725557.2727132
142,sta2,0.0,6,-73.0,-66.0,0.024,0.024,ap1-wlan1,ap5-wlan1,ap5-wlan1,1705725606.554174
143,sta4,0.0,1,-79.0,-79.0,0.028,0.028,ap3-wlan1,ap1-wlan1,ap1-wlan1,1705725629.0280073
144,sta3,0.0,6,-78.0,-59.0,0.034,0.166,ap1-wlan1,ap3-wlan1,ap3-wlan1,1705725694.6922085
145,sta1,0.0,6,-77.0,-71.0,0.025,0.032,ap1-wlan1,ap5-wlan1,ap5-wlan1,1705725729.6935332
146,sta4,0.0,6,-80.0,-73.0,0.031,0.026,ap1-wlan1,ap3-wlan1,ap3-wlan1,1705725739.9545143
147,sta3,0.0,6,-81.0,-68.0,0.024,0.027,ap1-wlan1,ap2-wlan1,ap2-wlan1,1705725807.8688369
148,sta1,0.0,6,-77.0,-73.0,0.026,0.08,ap1-wlan1,ap5-wlan1,ap5-wlan1,1705725818.1166174
149,sta2,0.0,6,-78.0,-72.0,0.029,0.032,ap1-wlan1,ap3-wlan1,ap3-wlan1,1705725834.5469012
150,sta4,0.0,6,-76.0,-67.0,0.031,0.028,ap1-wlan1,ap5-wlan1,ap5-wlan1,1705725857.1244848
