,STA,HO_failureratio,total_throughput,RSSI_current,RSSI_target,Delay_current,Delay_target,Current_AP,Target_AP,New_Associated_AP,time
0,sta3,0.0,6,-66.0,-54.0,0.03,0.024,ap1-wlan1,ap4-wlan1,ap4-wlan1,1705709208.7698765
1,sta3,0.5,0,-77.0,-76.0,0.023,0.025,ap4-wlan1,ap2-wlan1,ap2-wlan1,1705709235.552307
2,sta2,0.6666666666666666,0,-79.0,-67.0,0.027,0.03,ap2-wlan1,ap4-wlan1,ap4-wlan1,1705709260.1404698
3,sta1,0.75,0,-74.0,-69.0,0.023,0.032,ap1-wlan1,ap4-wlan1,ap4-wlan1,1705709274.6389694
4,sta4,0.8,0,-74.0,-63.0,0.023,0.027,ap1-wlan1,ap5-wlan1,ap5-wlan1,1705709282.8508282
5,sta2,0.3333333333333333,6,-80.0,-73.0,0.025,0.028,ap4-wlan1,ap5-wlan1,ap5-wlan1,1705709291.1307428
6,sta4,0.7142857142857143,0,-76.0,-72.0,0.04,0.03,ap4-wlan1,ap5-wlan1,ap5-wlan1,1705709367.0211494
7,sta2,0.75,0,-74.0,-71.0,0.042,0.021,ap1-wlan1,ap4-wlan1,ap4-wlan1,1705709375.2873073
8,sta4,0.7777777777777778,0,-75.0,-73.0,0.023,0.026,ap3-wlan1,ap5-wlan1,ap5-wlan1,1705709420.894598
9,sta1,0.8,0,-61.0,-63.0,0.025,0.029,ap1-wlan1,ap4-wlan1,ap4-wlan1,1705709445.4655833
10,sta1,0.7272727272727273,6,-80.0,-64.0,0.027,0.033,ap4-wlan1,ap5-wlan1,ap5-wlan1,1705709472.2669568
11,sta2,0.5,1,-79.0,-79.0,0.026,0.026,ap5-wlan1,ap1-wlan1,ap1-wlan1,1705709486.7790143
12,sta2,0.6923076923076923,0,-76.0,-72.0,0.029,0.026,ap1-wlan1,ap5-wlan1,ap5-wlan1,1705709513.625407
13,sta3,0.7142857142857143,0,-66.0,-70.0,0.031,0.028,ap1-wlan1,ap4-wlan1,ap4-wlan1,1705709548.752793
14,sta4,0.7333333333333333,0,-76.0,-67.0,0.027,0.02,ap1-wlan1,ap5-wlan1,ap5-wlan1,1705709563.2110465
15,sta2,0.75,0,-77.0,-68.0,0.031,0.029,ap1-wlan1,ap5-wlan1,ap5-wlan1,1705709596.1376934
16,sta3,0.7647058823529411,0,-80.0,-61.0,0.022,0.029,ap4-wlan1,ap2-wlan1,ap2-wlan1,1705709604.3643222
17,sta1,0.7777777777777778,0,-78.0,-71.0,0.026,0.023,ap1-wlan1,ap5-wlan1,ap5-wlan1,1705709637.2700088
18,sta2,0.7894736842105263,0,-80.0,-44.0,0.038,0.035,ap5-wlan1,ap4-wlan1,ap4-wlan1,1705709651.7550578
19,sta1,0.8,0,-78.0,-79.0,0.12,0.022,ap5-wlan1,ap1-wlan1,ap1-wlan1,1705709666.2787807
20,sta4,0.5238095238095238,6,-79.0,-67.0,0.03,0.023,ap1-wlan1,ap2-wlan1,ap2-wlan1,1705709674.4573705
21,sta3,0.5909090909090909,6,-77.0,-62.0,0.025,0.023,ap1-wlan1,ap2-wlan1,ap2-wlan1,1705709689.044064
22,sta1,0.7391304347826086,0,-82.0,-71.0,0.028,0.021,ap1-wlan1,ap3-wlan1,ap3-wlan1,1705709697.2307506
23,sta2,0.625,6,-74.0,-70.0,0.171,0.045,ap1-wlan1,ap4-wlan1,ap4-wlan1,1705709736.7446046
24,sta1,0.72,0,-80.0,-68.0,0.034,0.023,ap1-wlan1,ap3-wlan1,ap3-wlan1,1705709751.1401134
25,sta4,0.4230769230769231,1,-80.0,-80.0,0.031,0.031,ap4-wlan1,ap1-wlan1,ap1-wlan1,1705709759.4727838
26,sta1,0.6666666666666666,6,-75.0,-72.0,0.023,0.028,ap3-wlan1,ap5-wlan1,ap5-wlan1,1705709782.068038
27,sta4,0.6785714285714286,0,-72.0,-69.0,0.078,0.028,ap1-wlan1,ap4-wlan1,ap4-wlan1,1705709790.3123739
28,sta2,0.6896551724137931,0,-79.0,-57.0,0.022,0.023,ap4-wlan1,ap2-wlan1,ap2-wlan1,1705709798.5266178
29,sta4,0.7,0,-79.0,-69.0,0.031,0.037,ap4-wlan1,ap2-wlan1,ap2-wlan1,1705709843.8516448
30,sta4,0.7096774193548387,0,-80.0,-78.0,0.029,0.028,ap2-wlan1,ap3-wlan1,ap3-wlan1,1705709870.6438437
31,sta1,0.71875,0,-75.0,-64.0,0.022,0.024,ap1-wlan1,ap5-wlan1,ap5-wlan1,1705709916.1157122
32,sta4,0.7272727272727273,0,-79.0,-68.0,0.032,0.028,ap1-wlan1,ap2-wlan1,ap2-wlan1,1705709924.3641584
33,sta2,0.5882352941176471,6,-81.0,-68.0,0.027,0.024,ap1-wlan1,ap3-wlan1,ap3-wlan1,1705709957.2784061
34,sta2,0.7142857142857143,0,-78.0,-74.0,0.027,0.023,ap3-wlan1,ap2-wlan1,ap2-wlan1,1705709986.011729
35,sta1,0.7222222222222222,0,-76.0,-72.0,0.023,0.029,ap4-wlan1,ap2-wlan1,ap2-wlan1,1705710002.3973982
36,sta1,0.7027027027027027,6,-76.0,-72.0,0.037,0.032,ap2-wlan1,ap3-wlan1,ap3-wlan1,1705710031.1634283
37,sta4,0.7105263157894737,0,-66.0,-69.0,0.023,0.028,ap1-wlan1,ap5-wlan1,ap5-wlan1,1705710041.3904495
38,sta2,0.717948717948718,0,-83.0,-73.0,0.024,0.024,ap1-wlan1,ap2-wlan1,ap2-wlan1,1705710049.6123874
39,sta3,0.725,0,-64.0,-52.0,0.023,0.042,ap1-wlan1,ap4-wlan1,ap4-wlan1,1705710057.8832395
40,sta3,0.7073170731707317,6,-77.0,-68.0,0.026,0.038,ap4-wlan1,ap5-wlan1,ap5-wlan1,1705710086.5352993
41,sta2,0.7142857142857143,0,-78.0,-62.0,0.023,0.029,ap2-wlan1,ap4-wlan1,ap4-wlan1,1705710107.2985501
42,sta3,0.7209302325581395,0,-78.0,-75.0,0.042,0.027,ap5-wlan1,ap3-wlan1,ap3-wlan1,1705710115.709431
43,sta1,0.7272727272727273,0,-80.0,-71.0,0.025,0.038,ap1-wlan1,ap3-wlan1,ap3-wlan1,1705710175.2111213
44,sta2,0.7333333333333333,0,-68.0,-61.0,0.029,0.026,ap1-wlan1,ap5-wlan1,ap5-wlan1,1705710189.6717212
45,sta1,0.6956521739130435,6,-74.0,-70.0,0.029,0.023,ap3-wlan1,ap5-wlan1,ap5-wlan1,1705710204.0607839
46,sta4,0.723404255319149,0,-72.0,-68.0,0.03,0.033,ap1-wlan1,ap5-wlan1,ap5-wlan1,1705710212.301231
47,sta4,0.7083333333333334,6,-75.0,-67.0,0.023,0.032,ap5-wlan1,ap4-wlan1,ap4-wlan1,1705710243.0582786
48,sta3,0.7142857142857143,0,-78.0,-71.0,0.023,0.027,ap1-wlan1,ap5-wlan1,ap5-wlan1,1705710257.5854392
49,sta1,0.72,0,-74.0,-70.0,0.037,0.027,ap1-wlan1,ap4-wlan1,ap4-wlan1,1705710292.7397568
50,sta3,0.6862745098039216,6,-78.0,-70.0,0.03,0.034,ap1-wlan1,ap5-wlan1,ap5-wlan1,1705710338.360517
51,sta2,0.7115384615384616,0,-73.0,-72.0,0.028,0.032,ap2-wlan1,ap3-wlan1,ap3-wlan1,1705710359.089751
52,sta1,0.7169811320754716,0,-75.0,-69.0,0.026,0.037,ap1-wlan1,ap4-wlan1,ap4-wlan1,1705710373.4356341
53,sta4,0.7222222222222222,0,-79.0,-63.0,0.023,0.024,ap2-wlan1,ap4-wlan1,ap4-wlan1,1705710406.2830715
54,sta1,0.7272727272727273,0,-74.0,-68.0,0.023,0.027,ap2-wlan1,ap4-wlan1,ap4-wlan1,1705710426.8784113
55,sta2,0.6607142857142857,6,-79.0,-72.0,0.028,0.029,ap1-wlan1,ap3-wlan1,ap3-wlan1,1705710443.3666015
56,sta1,0.7192982456140351,0,-77.0,-63.0,0.028,0.039,ap4-wlan1,ap5-wlan1,ap5-wlan1,1705710459.959326
57,sta3,0.603448275862069,6,-73.0,-66.0,0.022,0.024,ap1-wlan1,ap4-wlan1,ap4-wlan1,1705710482.5802865
58,sta4,0.6610169491525424,6,-60.0,-59.0,0.03,0.033,ap1-wlan1,ap5-wlan1,ap5-wlan1,1705710496.947271
